subject,hemi,mask,annotated_feature,correlation
sub-19,left,frontal,pixel,0.00585574192348262
sub-19,left,frontal,hue,0.025056884407722378
sub-19,left,frontal,face,0.005510095349842077
sub-19,left,frontal,num_agents,0.008562074225576899
sub-19,left,frontal,social,1.5518847588344203e-05
sub-19,left,frontal,valence,0.021764718989144966
sub-19,left,frontal,arousal,0.007698551917941962
sub-19,left,frontal,pitch,0.00688762362548012
sub-19,left,frontal,amplitude,-0.0005893714674510824
sub-19,left,frontal,music,0.0015690658054121063
sub-19,left,frontal,speaking,0.0024725499769650667
sub-19,left,frontal,turn_taking,0.015170168971706496
sub-19,left,frontal,mentalization,0.016079862157792422
sub-19,left,frontal,written_text,0.006785973581196644
sub-19,right,frontal,pixel,0.04718506820891375
sub-19,right,frontal,hue,-0.040549729798174665
sub-19,right,frontal,face,-0.012009556103335227
sub-19,right,frontal,num_agents,-0.010063687946816688
sub-19,right,frontal,social,-0.013168879016471536
sub-19,right,frontal,valence,-0.015264496544419578
sub-19,right,frontal,arousal,-0.011806111200415722
sub-19,right,frontal,pitch,-0.007195635182684296
sub-19,right,frontal,amplitude,-0.00971690887110733
sub-19,right,frontal,music,-0.03412735268773901
sub-19,right,frontal,speaking,0.005189242915802623
sub-19,right,frontal,turn_taking,-0.005817992208778459
sub-19,right,frontal,mentalization,-0.01971220743129949
sub-19,right,frontal,written_text,0.0072876398205517475
sub-23,left,MT,pixel,0.004972964200000874
sub-23,left,MT,hue,-0.007706439270155597
sub-23,left,MT,face,-0.010028561920265178
sub-23,left,MT,num_agents,0.011204727600462006
sub-23,left,MT,social,-0.010721324123531752
sub-23,left,MT,valence,-0.022737883263334875
sub-23,left,MT,arousal,-0.0014028961562269706
sub-23,left,MT,pitch,0.011749936968376753
sub-23,left,MT,amplitude,0.0032225360567398205
sub-23,left,MT,music,-0.003996358009865349
sub-23,left,MT,speaking,-0.001978375567109513
sub-23,left,MT,turn_taking,0.0017436917556834894
sub-23,left,MT,mentalization,-0.011964746255061328
sub-23,left,MT,written_text,0.0019314078405011763
sub-23,right,MT,pixel,0.05094784169810164
sub-23,right,MT,hue,-0.019682844401345708
sub-23,right,MT,face,-0.030609309392775834
sub-23,right,MT,num_agents,-0.006665066755220902
sub-23,right,MT,social,-0.03108725755128129
sub-23,right,MT,valence,-0.04375231799544181
sub-23,right,MT,arousal,-0.0034611210835688833
sub-23,right,MT,pitch,-0.010574548519063807
sub-23,right,MT,amplitude,0.002516673870462221
sub-23,right,MT,music,-0.025181451292067177
sub-23,right,MT,speaking,-0.01064746979355677
sub-23,right,MT,turn_taking,-0.00823449149080369
sub-23,right,MT,mentalization,-0.02115907384125164
sub-23,right,MT,written_text,0.0092761160058096
sub-23,left,STS,pixel,0.034706041230511304
sub-23,left,STS,hue,-0.00469856286947416
sub-23,left,STS,face,-0.0010342968919421743
sub-23,left,STS,num_agents,0.003526230145607114
sub-23,left,STS,social,-0.0026529405098392254
sub-23,left,STS,valence,0.0004156222312149204
sub-23,left,STS,arousal,0.006964121234716129
sub-23,left,STS,pitch,-0.009694670716703734
sub-23,left,STS,amplitude,-0.008571804932995176
sub-23,left,STS,music,-0.03176213485234179
sub-23,left,STS,speaking,0.010181477073190705
sub-23,left,STS,turn_taking,0.010347748419854612
sub-23,left,STS,mentalization,-0.007998670463741298
sub-23,left,STS,written_text,0.006240308163755484
sub-23,right,STS,pixel,0.04664570552583592
sub-23,right,STS,hue,-0.009683411828889946
sub-23,right,STS,face,-0.012064433020152716
sub-23,right,STS,num_agents,-0.005024557007191087
sub-23,right,STS,social,-0.019639865804697912
sub-23,right,STS,valence,-0.030172672890375736
sub-23,right,STS,arousal,-0.009781433580628848
sub-23,right,STS,pitch,-0.014607914101801043
sub-23,right,STS,amplitude,-0.01807243867885758
sub-23,right,STS,music,-0.03369330628724318
sub-23,right,STS,speaking,0.0010674808523524159
sub-23,right,STS,turn_taking,-0.004955507109916114
sub-23,right,STS,mentalization,-0.016935260077189568
sub-23,right,STS,written_text,0.009653884639207038
sub-23,left,temporal,pixel,0.027165005584039274
sub-23,left,temporal,hue,-0.018640379923995573
sub-23,left,temporal,face,0.005825437396466933
sub-23,left,temporal,num_agents,-0.007396837190600016
sub-23,left,temporal,social,0.011747428559950507
sub-23,left,temporal,valence,0.013076337620838274
sub-23,left,temporal,arousal,-0.007128285500397199
sub-23,left,temporal,pitch,-0.01011508455858073
sub-23,left,temporal,amplitude,-0.021823745392676012
sub-23,left,temporal,music,-0.036940184658595165
sub-23,left,temporal,speaking,0.021550046585545466
sub-23,left,temporal,turn_taking,0.013715763952320914
sub-23,left,temporal,mentalization,-0.0006170433236695647
sub-23,left,temporal,written_text,0.0040589697897935595
sub-23,right,temporal,pixel,0.050867584890261504
sub-23,right,temporal,hue,-0.004534367489982917
sub-23,right,temporal,face,-0.00917149832193239
sub-23,right,temporal,num_agents,-0.003434374829514728
sub-23,right,temporal,social,-0.011817590373981165
sub-23,right,temporal,valence,-0.03862665737065394
sub-23,right,temporal,arousal,-0.008575308359616535
sub-23,right,temporal,pitch,-0.002020190413320538
sub-23,right,temporal,amplitude,-0.013429902835527151
sub-23,right,temporal,music,-0.023551163013246747
sub-23,right,temporal,speaking,0.006363078721342289
sub-23,right,temporal,turn_taking,-0.0035212948834234224
sub-23,right,temporal,mentalization,-0.012052483714557135
sub-23,right,temporal,written_text,0.010612837578777018
sub-23,left,frontal,pixel,0.03330273638508994
sub-23,left,frontal,hue,-0.017050495965778158
sub-23,left,frontal,face,-0.016166561241648735
sub-23,left,frontal,num_agents,0.005598817786817559
sub-23,left,frontal,social,-0.01999115655722306
sub-23,left,frontal,valence,-0.04305999068774797
sub-23,left,frontal,arousal,0.005264971897143897
sub-23,left,frontal,pitch,0.0009724176252635367
sub-23,left,frontal,amplitude,-0.0010101128465050133
sub-23,left,frontal,music,-0.019922603987808003
sub-23,left,frontal,speaking,-0.002132108672750978
sub-23,left,frontal,turn_taking,-0.007490686070433354
sub-23,left,frontal,mentalization,-0.015390428140362084
sub-23,left,frontal,written_text,0.011421138252930518
sub-23,right,frontal,pixel,0.05024516347400295
sub-23,right,frontal,hue,-0.01641807443074922
sub-23,right,frontal,face,-0.023669258940204756
sub-23,right,frontal,num_agents,-0.015504064529878145
sub-23,right,frontal,social,-0.024437065937747582
sub-23,right,frontal,valence,-0.05352262163106741
sub-23,right,frontal,arousal,0.003657502100459839
sub-23,right,frontal,pitch,-0.012066642769643563
sub-23,right,frontal,amplitude,0.002193690536934419
sub-23,right,frontal,music,-0.027015354950205916
sub-23,right,frontal,speaking,-0.00327717295064038
sub-23,right,frontal,turn_taking,-0.004988185018736603
sub-23,right,frontal,mentalization,-0.013649131871054869
sub-23,right,frontal,written_text,0.008299731471639277
sub-25,left,MT,pixel,0.03075727360426429
sub-25,left,MT,hue,-0.022831652941900198
sub-25,left,MT,face,-0.021953073421422303
sub-25,left,MT,num_agents,-0.006738523320083248
sub-25,left,MT,social,-0.02125264053182205
sub-25,left,MT,valence,-0.014952238769574777
sub-25,left,MT,arousal,-0.007015951241872709
sub-25,left,MT,pitch,-0.008362151475802826
sub-25,left,MT,amplitude,0.0010253440630301669
sub-25,left,MT,music,-0.027214434960525825
sub-25,left,MT,speaking,-0.006857231820958701
sub-25,left,MT,turn_taking,-0.004402947858638494
sub-25,left,MT,mentalization,-0.01587714923960354
sub-25,left,MT,written_text,0.0027519667145599405
sub-25,right,MT,pixel,0.03807214409311068
sub-25,right,MT,hue,-0.022287337551746736
sub-25,right,MT,face,-0.01989204923518443
sub-25,right,MT,num_agents,-0.005075351647042742
sub-25,right,MT,social,-0.023094422141465183
sub-25,right,MT,valence,-0.0337745691567967
sub-25,right,MT,arousal,-0.0026265835598835627
sub-25,right,MT,pitch,-0.005004413152925951
sub-25,right,MT,amplitude,0.001748314621669142
sub-25,right,MT,music,-0.025841470541526943
sub-25,right,MT,speaking,-0.00421251211850184
sub-25,right,MT,turn_taking,-0.0015513685315195758
sub-25,right,MT,mentalization,-0.019192175705679684
sub-25,right,MT,written_text,0.013550773659934536
sub-25,left,STS,pixel,0.048709265711106946
sub-25,left,STS,hue,-0.005921438657214393
sub-25,left,STS,face,-0.0049827000041460755
sub-25,left,STS,num_agents,-0.009308472021021788
sub-25,left,STS,social,0.005990169133559235
sub-25,left,STS,valence,-0.006043311855319158
sub-25,left,STS,arousal,-0.0008111911100508669
sub-25,left,STS,pitch,0.00702083071645279
sub-25,left,STS,amplitude,-0.00945220553352698
sub-25,left,STS,music,-0.03340405968526183
sub-25,left,STS,speaking,0.01323418094572504
sub-25,left,STS,turn_taking,-0.001214863383340581
sub-25,left,STS,mentalization,-0.008512373566990979
sub-25,left,STS,written_text,0.0017597074472626177
sub-25,right,STS,pixel,0.020087258497698015
sub-25,right,STS,hue,0.03137038741822592
sub-25,right,STS,face,0.00590499386191932
sub-25,right,STS,num_agents,-0.0006843658510099314
sub-25,right,STS,social,-0.00029921885064639807
sub-25,right,STS,valence,0.024677094997667567
sub-25,right,STS,arousal,-0.01071669257152546
sub-25,right,STS,pitch,0.008262321820040074
sub-25,right,STS,amplitude,-0.01390298807120187
sub-25,right,STS,music,-0.021325724321313654
sub-25,right,STS,speaking,0.004210486023630605
sub-25,right,STS,turn_taking,0.011193281184476225
sub-25,right,STS,mentalization,0.004198679730377345
sub-25,right,STS,written_text,0.0029946841184448677
sub-25,left,temporal,pixel,0.0621432744018299
sub-25,left,temporal,hue,-0.01624850015548545
sub-25,left,temporal,face,-0.014040948617378816
sub-25,left,temporal,num_agents,-0.010279424838838135
sub-25,left,temporal,social,-0.007442727471192567
sub-25,left,temporal,valence,-0.05561955262787787
sub-25,left,temporal,arousal,0.0015934923788596682
sub-25,left,temporal,pitch,-0.003973375386322034
sub-25,left,temporal,amplitude,-0.0014664840302330941
sub-25,left,temporal,music,-0.030636251129939576
sub-25,left,temporal,speaking,0.007373369705206133
sub-25,left,temporal,turn_taking,-0.003781170674747945
sub-25,left,temporal,mentalization,-0.018501206025143817
sub-25,left,temporal,written_text,0.0158220205772995
sub-25,right,temporal,pixel,0.027533403497112766
sub-25,right,temporal,hue,0.009365906449207808
sub-25,right,temporal,face,-0.003251135762563539
sub-25,right,temporal,num_agents,0.007441826311143241
sub-25,right,temporal,social,-0.008886193522320281
sub-25,right,temporal,valence,-0.022913325940494656
sub-25,right,temporal,arousal,0.014729526945554265
sub-25,right,temporal,pitch,0.005095579030667023
sub-25,right,temporal,amplitude,-0.00046337567349633094
sub-25,right,temporal,music,-0.02191385536125703
sub-25,right,temporal,speaking,0.00042672791770608697
sub-25,right,temporal,turn_taking,0.011218654062211965
sub-25,right,temporal,mentalization,-0.0023624742454913927
sub-25,right,temporal,written_text,0.007501896023689674
sub-25,left,frontal,pixel,0.059639660135677786
sub-25,left,frontal,hue,-0.015527813474330155
sub-25,left,frontal,face,-0.021801626701812633
sub-25,left,frontal,num_agents,-0.0027720426170452267
sub-25,left,frontal,social,-0.030698848237490747
sub-25,left,frontal,valence,-0.07924381744104747
sub-25,left,frontal,arousal,-0.007597556850278626
sub-25,left,frontal,pitch,-0.0014918287873993766
sub-25,left,frontal,amplitude,-0.0019138840010295762
sub-25,left,frontal,music,-0.011482255839896913
sub-25,left,frontal,speaking,-0.007408336623744646
sub-25,left,frontal,turn_taking,-0.006895823167040276
sub-25,left,frontal,mentalization,-0.023663909213715313
sub-25,left,frontal,written_text,0.018816962652364686
sub-25,right,frontal,pixel,0.0055815135249839285
sub-25,right,frontal,hue,0.011617167935395065
sub-25,right,frontal,face,0.013249757052262211
sub-25,right,frontal,num_agents,0.005079828637288405
sub-25,right,frontal,social,0.009172140962886297
sub-25,right,frontal,valence,-0.05392050107465647
sub-25,right,frontal,arousal,0.02257647487113061
sub-25,right,frontal,pitch,0.014380765977838847
sub-25,right,frontal,amplitude,0.012747778427848104
sub-25,right,frontal,music,0.010642664701661282
sub-25,right,frontal,speaking,0.010168930127884513
sub-25,right,frontal,turn_taking,0.014450401668656397
sub-25,right,frontal,mentalization,0.0033442715867681785
sub-25,right,frontal,written_text,0.011556030531941265
sub-26,left,MT,pixel,-0.013033393524408979
sub-26,left,MT,hue,0.007192702563712596
sub-26,left,MT,face,0.0027104253840967087
sub-26,left,MT,num_agents,0.004929510271781741
sub-26,left,MT,social,0.0002718497744182908
sub-26,left,MT,valence,-0.010335639809574193
sub-26,left,MT,arousal,0.013038053891275075
sub-26,left,MT,pitch,0.0020634829122119468
sub-26,left,MT,amplitude,0.006808655588140357
sub-26,left,MT,music,0.029101664689463298
sub-26,left,MT,speaking,-0.0012915512871488368
sub-26,left,MT,turn_taking,0.0031034710825740748
sub-26,left,MT,mentalization,0.0026751159521219694
sub-26,left,MT,written_text,0.009999784612412063
sub-26,right,MT,pixel,-0.021500712602139097
sub-26,right,MT,hue,-0.014038459653261474
sub-26,right,MT,face,-0.007006752250645654
sub-26,right,MT,num_agents,0.0032986503830840616
sub-26,right,MT,social,-0.0010538637118896908
sub-26,right,MT,valence,-0.0152743933388042
sub-26,right,MT,arousal,0.017922114721472218
sub-26,right,MT,pitch,0.01934319735065863
sub-26,right,MT,amplitude,0.02643524105636567
sub-26,right,MT,music,0.02828584057500371
sub-26,right,MT,speaking,-1.5892606517291038e-05
sub-26,right,MT,turn_taking,-0.0028813337833369108
sub-26,right,MT,mentalization,-0.0017648313452876708
sub-26,right,MT,written_text,-0.0013424349695560457
sub-26,left,STS,pixel,-0.0226858589885525
sub-26,left,STS,hue,0.017163989740725562
sub-26,left,STS,face,0.023711845334726162
sub-26,left,STS,num_agents,0.003846482249929979
sub-26,left,STS,social,0.02554070223415215
sub-26,left,STS,valence,-0.011811203033879156
sub-26,left,STS,arousal,0.021967031205607196
sub-26,left,STS,pitch,0.017161197358821163
sub-26,left,STS,amplitude,0.003929044871584036
sub-26,left,STS,music,0.024165318196436924
sub-26,left,STS,speaking,0.020660675406862894
sub-26,left,STS,turn_taking,0.011945947654704654
sub-26,left,STS,mentalization,0.011011764322740817
sub-26,left,STS,written_text,0.007570337263180549
sub-26,right,STS,pixel,0.004317997600724686
sub-26,right,STS,hue,0.025494195103998706
sub-26,right,STS,face,0.021410951405525663
sub-26,right,STS,num_agents,-0.005402433128318464
sub-26,right,STS,social,0.02072356178719297
sub-26,right,STS,valence,-0.013508933417956977
sub-26,right,STS,arousal,0.005485610168451884
sub-26,right,STS,pitch,0.013318016577672556
sub-26,right,STS,amplitude,-0.007374630464018428
sub-26,right,STS,music,0.01941603826127962
sub-26,right,STS,speaking,0.015964356539800193
sub-26,right,STS,turn_taking,0.01392252548702055
sub-26,right,STS,mentalization,-0.002416729317482352
sub-26,right,STS,written_text,-0.0039016260765379358
sub-26,left,temporal,pixel,-0.019659344182636537
sub-26,left,temporal,hue,-0.0014592204979054235
sub-26,left,temporal,face,0.026690427070270015
sub-26,left,temporal,num_agents,-0.000773895441759113
sub-26,left,temporal,social,0.03095920404691335
sub-26,left,temporal,valence,0.006743957483286773
sub-26,left,temporal,arousal,0.03262514513398091
sub-26,left,temporal,pitch,0.011869366430856659
sub-26,left,temporal,amplitude,0.0077215498772760845
sub-26,left,temporal,music,0.018649801105493073
sub-26,left,temporal,speaking,0.026648648973161795
sub-26,left,temporal,turn_taking,0.00614270494832342
sub-26,left,temporal,mentalization,0.015437136753351241
sub-26,left,temporal,written_text,0.009734302928184727
sub-26,right,temporal,pixel,0.0054733151920960095
sub-26,right,temporal,hue,0.018319615836588532
sub-26,right,temporal,face,0.016354581450254136
sub-26,right,temporal,num_agents,-0.006950074197278716
sub-26,right,temporal,social,0.01921191841371153
sub-26,right,temporal,valence,-0.025358257179345995
sub-26,right,temporal,arousal,0.005073815379398962
sub-26,right,temporal,pitch,0.01461428356063663
sub-26,right,temporal,amplitude,-0.008422414410489599
sub-26,right,temporal,music,0.007661499965137885
sub-26,right,temporal,speaking,0.019870456314258253
sub-26,right,temporal,turn_taking,0.01039357101846462
sub-26,right,temporal,mentalization,0.00512990436342693
sub-26,right,temporal,written_text,0.001411349861140427
sub-26,left,frontal,pixel,-0.0237652313759657
sub-26,left,frontal,hue,0.0069496535457396385
sub-26,left,frontal,face,0.011413536596643443
sub-26,left,frontal,num_agents,0.004474219847450324
sub-26,left,frontal,social,0.00887604319644584
sub-26,left,frontal,valence,0.017248764657605692
sub-26,left,frontal,arousal,0.02880271485109053
sub-26,left,frontal,pitch,0.013297700661996405
sub-26,left,frontal,amplitude,0.015549103896654225
sub-26,left,frontal,music,0.021727842295764244
sub-26,left,frontal,speaking,0.00940620762529053
sub-26,left,frontal,turn_taking,0.00173214591735742
sub-26,left,frontal,mentalization,0.012793135593613211
sub-26,left,frontal,written_text,0.010907492707237065
sub-26,right,frontal,pixel,0.015171777893114958
sub-26,right,frontal,hue,-0.041144149213024415
sub-26,right,frontal,face,-0.007810531781416078
sub-26,right,frontal,num_agents,-0.014297182408398418
sub-26,right,frontal,social,-0.006045754544901675
sub-26,right,frontal,valence,-0.03362842653145206
sub-26,right,frontal,arousal,0.0023652317696227394
sub-26,right,frontal,pitch,0.008226285926150554
sub-26,right,frontal,amplitude,0.004189874112242226
sub-26,right,frontal,music,-0.004613576201091978
sub-26,right,frontal,speaking,0.009493835094298983
sub-26,right,frontal,turn_taking,-0.008500460487955674
sub-26,right,frontal,mentalization,-0.006997013632718379
sub-26,right,frontal,written_text,0.005016611834970884
sub-28,left,MT,pixel,0.003847656339402259
sub-28,left,MT,hue,0.023331575666845503
sub-28,left,MT,face,-0.0006430407376696938
sub-28,left,MT,num_agents,0.0111778610726837
sub-28,left,MT,social,0.0033632233534928407
sub-28,left,MT,valence,0.01330067204080864
sub-28,left,MT,arousal,0.004853976221698085
sub-28,left,MT,pitch,0.0022805583599489502
sub-28,left,MT,amplitude,0.0099274223757138
sub-28,left,MT,music,0.013747758590916818
sub-28,left,MT,speaking,0.0019476205876068008
sub-28,left,MT,turn_taking,0.010484154644031341
sub-28,left,MT,mentalization,-0.0024547370818490187
sub-28,left,MT,written_text,0.0035115383770059584
sub-28,right,MT,pixel,0.0064682089254678565
sub-28,right,MT,hue,0.00787131168426145
sub-28,right,MT,face,0.002151832017495558
sub-28,right,MT,num_agents,0.0031317807428978806
sub-28,right,MT,social,0.0005814472138612522
sub-28,right,MT,valence,-0.04331724449758571
sub-28,right,MT,arousal,0.02019009624478348
sub-28,right,MT,pitch,0.03347227824734338
sub-28,right,MT,amplitude,0.01355736081943701
sub-28,right,MT,music,0.01584118312851313
sub-28,right,MT,speaking,-0.0006508636972405031
sub-28,right,MT,turn_taking,0.0036320811843380645
sub-28,right,MT,mentalization,0.0020542859575485833
sub-28,right,MT,written_text,0.0009514994270455534
sub-28,left,STS,pixel,0.008495706402051792
sub-28,left,STS,hue,0.009877763318929629
sub-28,left,STS,face,-0.0027793270473106244
sub-28,left,STS,num_agents,0.0003625992589698773
sub-28,left,STS,social,-0.010734255945569435
sub-28,left,STS,valence,0.017688928103204635
sub-28,left,STS,arousal,-0.012396607838897903
sub-28,left,STS,pitch,-0.001330452603024506
sub-28,left,STS,amplitude,-0.0031117982461198804
sub-28,left,STS,music,-0.014546665607606658
sub-28,left,STS,speaking,-0.00019672089175982159
sub-28,left,STS,turn_taking,0.010229188992729562
sub-28,left,STS,mentalization,0.005910463691456169
sub-28,left,STS,written_text,0.013066642000480506
sub-28,right,STS,pixel,0.0030567238857614636
sub-28,right,STS,hue,0.0064255796799853595
sub-28,right,STS,face,0.01706094252467101
sub-28,right,STS,num_agents,-0.006836665289178984
sub-28,right,STS,social,0.017303013223125326
sub-28,right,STS,valence,0.013880915389135103
sub-28,right,STS,arousal,0.014212375126887835
sub-28,right,STS,pitch,-0.0017721401625634449
sub-28,right,STS,amplitude,-0.00813190768657335
sub-28,right,STS,music,-0.005692473395619113
sub-28,right,STS,speaking,0.016124974497866183
sub-28,right,STS,turn_taking,0.014232670842190383
sub-28,right,STS,mentalization,0.002864787927357041
sub-28,right,STS,written_text,0.0017248416409019673
sub-28,left,temporal,pixel,0.01964104659410688
sub-28,left,temporal,hue,-0.00012622134126998543
sub-28,left,temporal,face,-0.0006309226079589686
sub-28,left,temporal,num_agents,-0.0062351963927479645
sub-28,left,temporal,social,-0.0038792983220577973
sub-28,left,temporal,valence,0.031078728043911374
sub-28,left,temporal,arousal,0.0014611916343761314
sub-28,left,temporal,pitch,0.00038029302755271215
sub-28,left,temporal,amplitude,0.002070985742944191
sub-28,left,temporal,music,-0.022294333614434128
sub-28,left,temporal,speaking,0.007516561129793832
sub-28,left,temporal,turn_taking,0.009411722209242227
sub-28,left,temporal,mentalization,-0.0005558025532758122
sub-28,left,temporal,written_text,0.011596473990030647
sub-28,right,temporal,pixel,0.04800376928517754
sub-28,right,temporal,hue,-0.03322888522557396
sub-28,right,temporal,face,-0.01643600280827697
sub-28,right,temporal,num_agents,-0.013328140805269898
sub-28,right,temporal,social,-0.009125490432665025
sub-28,right,temporal,valence,-0.03701033965352781
sub-28,right,temporal,arousal,0.004657778931316794
sub-28,right,temporal,pitch,-0.01042607044711878
sub-28,right,temporal,amplitude,0.007100256971083784
sub-28,right,temporal,music,-0.01574603528104261
sub-28,right,temporal,speaking,0.008431048407906153
sub-28,right,temporal,turn_taking,-0.0013273637095856327
sub-28,right,temporal,mentalization,-0.017031843115490317
sub-28,right,temporal,written_text,0.02862747040285576
sub-28,left,frontal,pixel,0.047741112533055206
sub-28,left,frontal,hue,-0.009964265478680134
sub-28,left,frontal,face,-0.006238936712961353
sub-28,left,frontal,num_agents,-0.015350100466954507
sub-28,left,frontal,social,-0.007739933892061341
sub-28,left,frontal,valence,-0.03295978898518984
sub-28,left,frontal,arousal,0.001221191783036174
sub-28,left,frontal,pitch,0.0033596802504532322
sub-28,left,frontal,amplitude,-0.0013692998329183522
sub-28,left,frontal,music,-0.02013075501563547
sub-28,left,frontal,speaking,0.007543681725400687
sub-28,left,frontal,turn_taking,-0.001544636575224495
sub-28,left,frontal,mentalization,-0.007731562012648226
sub-28,left,frontal,written_text,0.025719891694891056
sub-28,right,frontal,pixel,-9.639199868267977e-05
sub-28,right,frontal,hue,0.0037313230295665718
sub-28,right,frontal,face,0.002976146545535712
sub-28,right,frontal,num_agents,-0.0014615169506507245
sub-28,right,frontal,social,0.008245475437817718
sub-28,right,frontal,valence,-0.009561102686765938
sub-28,right,frontal,arousal,-0.0026440009922903034
sub-28,right,frontal,pitch,0.01287935633571469
sub-28,right,frontal,amplitude,-0.00327214327487729
sub-28,right,frontal,music,-0.005611647373165557
sub-28,right,frontal,speaking,0.007938850504624707
sub-28,right,frontal,turn_taking,0.013501705747724005
sub-28,right,frontal,mentalization,0.0016354669402829484
sub-28,right,frontal,written_text,-0.002427482096053264
sub-32,left,MT,pixel,0.048374467507229284
sub-32,left,MT,hue,-0.019470842676692503
sub-32,left,MT,face,-0.012599450056389344
sub-32,left,MT,num_agents,-0.0062391071789591095
sub-32,left,MT,social,-0.013260466104831182
sub-32,left,MT,valence,-0.015099443120810295
sub-32,left,MT,arousal,-0.0031194866553877413
sub-32,left,MT,pitch,-0.012426825189043885
sub-32,left,MT,amplitude,-0.008683714428124267
sub-32,left,MT,music,-0.02877354802883007
sub-32,left,MT,speaking,0.002076477587610667
sub-32,left,MT,turn_taking,-0.0003385829348438996
sub-32,left,MT,mentalization,-0.02010502097578289
sub-32,left,MT,written_text,0.007944519620320431
sub-32,right,MT,pixel,0.03552372565897203
sub-32,right,MT,hue,-0.029506517823066878
sub-32,right,MT,face,-0.020071970244979583
sub-32,right,MT,num_agents,-0.004287556217874161
sub-32,right,MT,social,-0.024620156952259938
sub-32,right,MT,valence,-0.036226792768273404
sub-32,right,MT,arousal,0.004124064707633389
sub-32,right,MT,pitch,-0.0006953867272664725
sub-32,right,MT,amplitude,0.0025617427105459425
sub-32,right,MT,music,-0.02871242515905054
sub-32,right,MT,speaking,-0.005783245816433803
sub-32,right,MT,turn_taking,-0.008668997438168713
sub-32,right,MT,mentalization,-0.020534585523477526
sub-32,right,MT,written_text,0.006745305403774425
sub-32,left,STS,pixel,0.012589895493430397
sub-32,left,STS,hue,0.013225783709872815
sub-32,left,STS,face,0.010094238165361669
sub-32,left,STS,num_agents,-0.0001447473389202979
sub-32,left,STS,social,0.012502321319795315
sub-32,left,STS,valence,-0.019491177655719904
sub-32,left,STS,arousal,0.002580260431943908
sub-32,left,STS,pitch,0.009426206942414089
sub-32,left,STS,amplitude,-0.011668196358343307
sub-32,left,STS,music,-0.017017064023885715
sub-32,left,STS,speaking,0.009502716782501747
sub-32,left,STS,turn_taking,0.009630372031475046
sub-32,left,STS,mentalization,-0.01767337751055703
sub-32,left,STS,written_text,0.0012988616958881925
sub-32,right,STS,pixel,0.05300313736211734
sub-32,right,STS,hue,-0.02677361312287378
sub-32,right,STS,face,-0.012654285395271936
sub-32,right,STS,num_agents,-0.009021346826030346
sub-32,right,STS,social,-0.013347910048474328
sub-32,right,STS,valence,-0.0517385181916353
sub-32,right,STS,arousal,0.009394166849593866
sub-32,right,STS,pitch,-0.0022390803944697516
sub-32,right,STS,amplitude,-0.0036341695330444077
sub-32,right,STS,music,-0.01967407626554771
sub-32,right,STS,speaking,0.003974889706235972
sub-32,right,STS,turn_taking,-0.009648915006575807
sub-32,right,STS,mentalization,-0.024332102147049818
sub-32,right,STS,written_text,0.015473929575548603
sub-32,left,temporal,pixel,0.011650261469658097
sub-32,left,temporal,hue,0.0191683811810908
sub-32,left,temporal,face,-0.005248261713689308
sub-32,left,temporal,num_agents,0.002449838352395312
sub-32,left,temporal,social,0.007190919214705832
sub-32,left,temporal,valence,-0.014236158236721514
sub-32,left,temporal,arousal,0.02136952368174386
sub-32,left,temporal,pitch,0.022536251092578456
sub-32,left,temporal,amplitude,0.013471099084534987
sub-32,left,temporal,music,-0.005545624597730726
sub-32,left,temporal,speaking,0.006036861853031761
sub-32,left,temporal,turn_taking,0.0017720224352029542
sub-32,left,temporal,mentalization,0.0023321223359263846
sub-32,left,temporal,written_text,0.011838687631054558
sub-32,right,temporal,pixel,-9.639199868267977e-05
sub-32,right,temporal,hue,0.0037313230295665718
sub-32,right,temporal,face,0.002976146545535712
sub-32,right,temporal,num_agents,-0.0014615169506507245
sub-32,right,temporal,social,0.008245475437817718
sub-32,right,temporal,valence,-0.009561102686765938
sub-32,right,temporal,arousal,-0.0026440009922903034
sub-32,right,temporal,pitch,0.01287935633571469
sub-32,right,temporal,amplitude,-0.00327214327487729
sub-32,right,temporal,music,-0.005611647373165557
sub-32,right,temporal,speaking,0.007938850504624707
sub-32,right,temporal,turn_taking,0.013501705747724005
sub-32,right,temporal,mentalization,0.0016354669402829484
sub-32,right,temporal,written_text,-0.002427482096053264
sub-32,left,frontal,pixel,0.011612051571035769
sub-32,left,frontal,hue,0.032150726989987576
sub-32,left,frontal,face,0.0025808451212044623
sub-32,left,frontal,num_agents,0.0033089334986017467
sub-32,left,frontal,social,-8.384894202007104e-05
sub-32,left,frontal,valence,-0.013063098786803415
sub-32,left,frontal,arousal,0.01738644224577327
sub-32,left,frontal,pitch,0.01825834067672375
sub-32,left,frontal,amplitude,0.010738975215326676
sub-32,left,frontal,music,0.00138145289144724
sub-32,left,frontal,speaking,0.0016805044103723498
sub-32,left,frontal,turn_taking,0.005468993178558818
sub-32,left,frontal,mentalization,0.016422165064288907
sub-32,left,frontal,written_text,0.018551828862259177
sub-32,right,frontal,pixel,-9.639199868267977e-05
sub-32,right,frontal,hue,0.0037313230295665718
sub-32,right,frontal,face,0.002976146545535712
sub-32,right,frontal,num_agents,-0.0014615169506507245
sub-32,right,frontal,social,0.008245475437817718
sub-32,right,frontal,valence,-0.009561102686765938
sub-32,right,frontal,arousal,-0.0026440009922903034
sub-32,right,frontal,pitch,0.01287935633571469
