subject,glm_task_localizer,glm_task_response,localizer_contrast,glm_response_contrast,hemisphere,mask,model,enc_feature_name,glm_weight,encoding_response,ISC,cross-subject encoding (MT+STS+language),cross-subject encoding (ISC),num_voxels,proportion_voxels,averaged_localizer_runs,averaged_response_runs
sub-05,SIpointlights,SIpointlights,interact&no_interact,interact,right,MT,vislang,alexnet_layer5,2.8184320381079533,0.011118770012505741,0.10522609455192673,0.5956618056035062,0.5640357781021126,92.0,0.5348837209302326,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact&no_interact,interact,right,MT,vislang,alexnet_layer6,2.8184320381079533,0.02760910652240985,0.10522609455192673,0.5956618056035062,0.5640357781021126,92.0,0.5348837209302326,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact&no_interact,interact,right,MT,vislang,alexnet_layer7,2.8184320381079533,0.009376607427855057,0.10522609455192673,0.5956618056035062,0.5640357781021126,92.0,0.5348837209302326,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,pSTS,vislang,alexnet_layer1,-0.10366052302387312,0.007298806813685069,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,pSTS,vislang,alexnet_layer2,-0.10366052302387312,0.002368235487145565,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,pSTS,vislang,alexnet_layer3,-0.10366052302387312,0.002626474856232446,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,pSTS,vislang,alexnet_layer4,-0.10366052302387312,0.0020273993101620424,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,pSTS,vislang,alexnet_layer5,-0.10366052302387312,0.008545443404142183,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,pSTS,vislang,alexnet_layer6,-0.10366052302387312,0.024921879335513986,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,pSTS,vislang,alexnet_layer7,-0.10366052302387312,0.0036457349396433678,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,aSTS,vislang,alexnet_layer1,0.2956509368472922,0.004401458005847009,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,aSTS,vislang,alexnet_layer2,0.2956509368472922,0.0014532125007470007,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,aSTS,vislang,alexnet_layer3,0.2956509368472922,0.0014862785380277122,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,aSTS,vislang,alexnet_layer4,0.2956509368472922,0.0008192314317074448,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,aSTS,vislang,alexnet_layer5,0.2956509368472922,0.006818312756477238,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,aSTS,vislang,alexnet_layer6,0.2956509368472922,0.02024188393599982,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,left,aSTS,vislang,alexnet_layer7,0.2956509368472922,0.001700964550760002,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,pSTS,vislang,alexnet_layer1,0.0755847831292956,0.005479180558536,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,pSTS,vislang,alexnet_layer2,0.0755847831292956,0.0018065666601003963,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,pSTS,vislang,alexnet_layer3,0.0755847831292956,0.0019936109197584806,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,pSTS,vislang,alexnet_layer4,0.0755847831292956,0.0013243437800041166,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,pSTS,vislang,alexnet_layer5,0.0755847831292956,0.005859070299833399,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,pSTS,vislang,alexnet_layer6,0.0755847831292956,0.020720890631822527,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,pSTS,vislang,alexnet_layer7,0.0755847831292956,0.0035066654277727126,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,aSTS,vislang,alexnet_layer1,-0.5025386388265708,0.006917496948097222,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,aSTS,vislang,alexnet_layer2,-0.5025386388265708,0.0028111458361063306,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,aSTS,vislang,alexnet_layer3,-0.5025386388265708,0.0021639596809927587,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,aSTS,vislang,alexnet_layer4,-0.5025386388265708,0.0021126116218344437,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,aSTS,vislang,alexnet_layer5,-0.5025386388265708,0.009081055436666647,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,aSTS,vislang,alexnet_layer6,-0.5025386388265708,0.02136852656336703,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,no_interact,right,aSTS,vislang,alexnet_layer7,-0.5025386388265708,0.0019437318070243046,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,pSTS,vislang,alexnet_layer1,0.38712547156793525,0.007298806813685069,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,pSTS,vislang,alexnet_layer2,0.38712547156793525,0.002368235487145565,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,pSTS,vislang,alexnet_layer3,0.38712547156793525,0.002626474856232446,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,pSTS,vislang,alexnet_layer4,0.38712547156793525,0.0020273993101620424,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,pSTS,vislang,alexnet_layer5,0.38712547156793525,0.008545443404142183,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,pSTS,vislang,alexnet_layer6,0.38712547156793525,0.024921879335513986,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,pSTS,vislang,alexnet_layer7,0.38712547156793525,0.0036457349396433678,0.029314728953379134,0.430301489815065,0.418469834563455,144.0,0.48,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,aSTS,vislang,alexnet_layer1,0.7978072703333131,0.004401458005847009,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,aSTS,vislang,alexnet_layer2,0.7978072703333131,0.0014532125007470007,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,aSTS,vislang,alexnet_layer3,0.7978072703333131,0.0014862785380277122,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,aSTS,vislang,alexnet_layer4,0.7978072703333131,0.0008192314317074448,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,aSTS,vislang,alexnet_layer5,0.7978072703333131,0.006818312756477238,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,aSTS,vislang,alexnet_layer6,0.7978072703333131,0.02024188393599982,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,left,aSTS,vislang,alexnet_layer7,0.7978072703333131,0.001700964550760002,0.06590290272609296,0.49840930463510685,0.4798654812277505,19.333333333333332,0.15466666666666667,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,pSTS,vislang,alexnet_layer1,0.5150566451693585,0.005479180558536,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,pSTS,vislang,alexnet_layer2,0.5150566451693585,0.0018065666601003963,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,pSTS,vislang,alexnet_layer3,0.5150566451693585,0.0019936109197584806,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,pSTS,vislang,alexnet_layer4,0.5150566451693585,0.0013243437800041166,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,pSTS,vislang,alexnet_layer5,0.5150566451693585,0.005859070299833399,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,pSTS,vislang,alexnet_layer6,0.5150566451693585,0.020720890631822527,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,pSTS,vislang,alexnet_layer7,0.5150566451693585,0.0035066654277727126,0.03979883693427981,0.5169598740868867,0.5025066886893245,156.0,0.52,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,aSTS,vislang,alexnet_layer1,0.4145145474907304,0.006917496948097222,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,aSTS,vislang,alexnet_layer2,0.4145145474907304,0.0028111458361063306,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,aSTS,vislang,alexnet_layer3,0.4145145474907304,0.0021639596809927587,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,aSTS,vislang,alexnet_layer4,0.4145145474907304,0.0021126116218344437,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,aSTS,vislang,alexnet_layer5,0.4145145474907304,0.009081055436666647,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,aSTS,vislang,alexnet_layer6,0.4145145474907304,0.02136852656336703,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
sub-05,SIpointlights,SIpointlights,interact-no_interact,interact,right,aSTS,vislang,alexnet_layer7,0.4145145474907304,0.0019437318070243046,0.05254810706650031,0.5525450546079292,0.5376266362915754,105.66666666666667,0.8453333333333334,"12,23,13","3,1,2"
