,subject,annotated_feature,region,method,score
531,sub-28,written text,frontal,cca,0.05077737049477591
532,sub-32,pixel,MT,cca,0.1334150486866604
533,sub-32,pixel,STS,cca,0.11424715155853966
534,sub-32,pixel,temporal,cca,0.14743158368048875
535,sub-32,pixel,frontal,cca,-0.036667407261377113
536,sub-32,hue,MT,cca,-0.04280649550327718
537,sub-32,hue,STS,cca,0.04456775086607907
538,sub-32,hue,temporal,cca,0.08804982502442674
539,sub-32,hue,frontal,cca,-0.05324343622471028
540,sub-32,face,MT,cca,0.04041136102477631
541,sub-32,face,STS,cca,0.06268833058370712
542,sub-32,face,temporal,cca,0.08190543763738596
543,sub-32,face,frontal,cca,-0.00796572922331642
544,sub-32,number of agents,MT,cca,0.015347818447408023
545,sub-32,number of agents,STS,cca,0.018861225637864586
546,sub-32,number of agents,temporal,cca,0.04000474445625557
547,sub-32,number of agents,frontal,cca,0.01542464965789887
548,sub-32,social,MT,cca,0.05932009864627843
549,sub-32,social,STS,cca,0.09997288660166151
550,sub-32,social,temporal,cca,0.06596243138606303
551,sub-32,social,frontal,cca,0.012134055520568187
552,sub-32,valence,MT,cca,0.0965913488692816
553,sub-32,valence,STS,cca,0.150230349931304
554,sub-32,valence,temporal,cca,0.13079319483655052
555,sub-32,valence,frontal,cca,0.09183227738150232
556,sub-32,arousal,MT,cca,-0.08216331892035271
557,sub-32,arousal,STS,cca,0.11052257705781199
558,sub-32,arousal,temporal,cca,0.07096003060476538
559,sub-32,arousal,frontal,cca,-0.044630307212120135
560,sub-32,pitch,MT,cca,0.07164512336041584
561,sub-32,pitch,STS,cca,-0.12697815870047185
562,sub-32,pitch,temporal,cca,0.039705349302846346
563,sub-32,pitch,frontal,cca,-0.13515644491489484
564,sub-32,amplitude,MT,cca,-0.06427229088568454
565,sub-32,amplitude,STS,cca,0.03855904607079095
566,sub-32,amplitude,temporal,cca,-0.0009993464425518627
567,sub-32,amplitude,frontal,cca,0.0217353900053046
568,sub-32,music,MT,cca,-0.03501648979915686
569,sub-32,music,STS,cca,0.021273925061371712
570,sub-32,music,temporal,cca,0.08733828111275757
571,sub-32,music,frontal,cca,0.023109421720563007
572,sub-32,speaking,MT,cca,-0.03627730649162
573,sub-32,speaking,STS,cca,0.03537683335810131
574,sub-32,speaking,temporal,cca,0.03924144656054327
575,sub-32,speaking,frontal,cca,-0.030033789266396594
576,sub-32,turn taking,MT,cca,0.027583362729955697
577,sub-32,turn taking,STS,cca,0.0620150561980668
578,sub-32,turn taking,temporal,cca,-0.05396063778562874
579,sub-32,turn taking,frontal,cca,0.07324347109776545
580,sub-32,mentalization,MT,cca,0.05519510519433459
581,sub-32,mentalization,STS,cca,0.024963021222097637
582,sub-32,mentalization,temporal,cca,0.05346674197488679
583,sub-32,mentalization,frontal,cca,-0.05663796753012795
584,sub-32,written text,MT,cca,0.037448348477413206
585,sub-32,written text,STS,cca,0.07943628854002031
586,sub-32,written text,temporal,cca,-0.018625697826081276
587,sub-32,written text,frontal,cca,0.07754586487282995
588,sub-33,pixel,MT,cca,0.12213128895221023
589,sub-33,pixel,STS,cca,0.03116524353164416
590,sub-33,pixel,temporal,cca,0.033691254403549385
591,sub-33,pixel,frontal,cca,0.08125317591324735
592,sub-33,hue,MT,cca,-0.08302404123873056
593,sub-33,hue,STS,cca,0.1395481214831747
594,sub-33,hue,temporal,cca,0.027978772003407815
595,sub-33,hue,frontal,cca,-0.06306971748846799
596,sub-33,face,MT,cca,0.038576765775245936
597,sub-33,face,STS,cca,-0.05693475661132412
598,sub-33,face,temporal,cca,0.06909574991953141
599,sub-33,face,frontal,cca,0.07597479710347994
600,sub-33,number of agents,MT,cca,0.013932229198095425
601,sub-33,number of agents,STS,cca,-0.02426252697213762
602,sub-33,number of agents,temporal,cca,0.033244718775798245
603,sub-33,number of agents,frontal,cca,0.03865588188944298
604,sub-33,social,MT,cca,0.07362136344579709
605,sub-33,social,STS,cca,0.003370499517286607
606,sub-33,social,temporal,cca,0.04369118370080085
607,sub-33,social,frontal,cca,0.09494432539567446
608,sub-33,valence,MT,cca,0.10734299589394261
609,sub-33,valence,STS,cca,0.055846539283942453
610,sub-33,valence,temporal,cca,0.07031958382681776
611,sub-33,valence,frontal,cca,0.11613056200611598
612,sub-33,arousal,MT,cca,-0.04149842683279277
613,sub-33,arousal,STS,cca,0.03727854518595915
614,sub-33,arousal,temporal,cca,0.06435651026195019
615,sub-33,arousal,frontal,cca,0.05440590681362636
616,sub-33,pitch,MT,cca,0.08923333487493404
617,sub-33,pitch,STS,cca,0.007926273705712038
618,sub-33,pitch,temporal,cca,-0.012310311470026324
619,sub-33,pitch,frontal,cca,0.1473732249661634
620,sub-33,amplitude,MT,cca,-0.05317305674111243
621,sub-33,amplitude,STS,cca,0.020724076017485937
622,sub-33,amplitude,temporal,cca,0.016067913620963825
623,sub-33,amplitude,frontal,cca,0.11594182282278384
624,sub-33,music,MT,cca,-0.02179011588454225
625,sub-33,music,STS,cca,0.05081082243153112
626,sub-33,music,temporal,cca,-0.036121190190445615
627,sub-33,music,frontal,cca,0.07016473461447807
628,sub-33,speaking,MT,cca,-0.007929939824653731
629,sub-33,speaking,STS,cca,-0.022026594189604575
630,sub-33,speaking,temporal,cca,0.0669742508889355
631,sub-33,speaking,frontal,cca,0.09186908718584674
632,sub-33,turn taking,MT,cca,0.033056371078530676
633,sub-33,turn taking,STS,cca,-0.06175354474963266
634,sub-33,turn taking,temporal,cca,0.004038953116489807
635,sub-33,turn taking,frontal,cca,0.04422274330339704
636,sub-33,mentalization,MT,cca,0.051357475918314986
637,sub-33,mentalization,STS,cca,-0.07462239713410543
638,sub-33,mentalization,temporal,cca,-0.058632078341939044
639,sub-33,mentalization,frontal,cca,-0.025297943344043162
640,sub-33,written text,MT,cca,0.018698801898501684
641,sub-33,written text,STS,cca,0.04166078791315227
642,sub-33,written text,temporal,cca,-0.02862298845016544
643,sub-33,written text,frontal,cca,-0.061234089354513174
644,sub-35,pixel,MT,cca,0.046006217253066174
645,sub-35,pixel,STS,cca,-0.12750291752311665
646,sub-35,pixel,temporal,cca,-0.06864871889433533
647,sub-35,pixel,frontal,cca,0.014713963158597876
648,sub-35,hue,MT,cca,0.009499234523844224
649,sub-35,hue,STS,cca,0.08307021849250865
650,sub-35,hue,temporal,cca,0.09484951942965494
651,sub-35,hue,frontal,cca,0.004227485232097594
652,sub-35,face,MT,cca,0.035293177338365435
653,sub-35,face,STS,cca,-0.0205351066280429
654,sub-35,face,temporal,cca,-0.011242278040887354
655,sub-35,face,frontal,cca,0.05542890877681102
656,sub-35,number of agents,MT,cca,-0.01073625849431925
657,sub-35,number of agents,STS,cca,0.012657488918532023
658,sub-35,number of agents,temporal,cca,-0.08533832659905809
659,sub-35,number of agents,frontal,cca,-0.005245603930024889
660,sub-35,social,MT,cca,0.016365362048913458
661,sub-35,social,STS,cca,0.028146152267967704
662,sub-35,social,temporal,cca,-0.06562579934214999
663,sub-35,social,frontal,cca,0.11398165172562962
664,sub-35,valence,MT,cca,-0.011123793122674929
665,sub-35,valence,STS,cca,0.03798884967906604
666,sub-35,valence,temporal,cca,0.0802841768039495
667,sub-35,valence,frontal,cca,0.16807407311375494
668,sub-35,arousal,MT,cca,0.033870826525399654
669,sub-35,arousal,STS,cca,-0.08467328787587684
670,sub-35,arousal,temporal,cca,-0.08161697008066413
671,sub-35,arousal,frontal,cca,0.0034739053753488846
672,sub-35,pitch,MT,cca,0.061058005797969404
673,sub-35,pitch,STS,cca,0.031829688007800526
674,sub-35,pitch,temporal,cca,-0.011341321289530738
675,sub-35,pitch,frontal,cca,-0.08513350896492788
676,sub-35,amplitude,MT,cca,-0.061547180841946304
677,sub-35,amplitude,STS,cca,0.08154500551131685
678,sub-35,amplitude,temporal,cca,-0.007065272177031323
679,sub-35,amplitude,frontal,cca,-0.006974929772641381
680,sub-35,music,MT,cca,0.027993998140989483
681,sub-35,music,STS,cca,0.05602063666603443
682,sub-35,music,temporal,cca,0.028878362637808096
683,sub-35,music,frontal,cca,0.029485534001094372
684,sub-35,speaking,MT,cca,0.004440640066901392
685,sub-35,speaking,STS,cca,0.023801119796398963
686,sub-35,speaking,temporal,cca,-0.05736582926087497
687,sub-35,speaking,frontal,cca,0.09145571087473119
688,sub-35,turn taking,MT,cca,-0.013809953773724893
689,sub-35,turn taking,STS,cca,0.0016167187462365674
690,sub-35,turn taking,temporal,cca,0.030311086188455814
691,sub-35,turn taking,frontal,cca,0.04151946007682965
692,sub-35,mentalization,MT,cca,0.04053788504834088
693,sub-35,mentalization,STS,cca,0.035911679721730747
694,sub-35,mentalization,temporal,cca,0.05585524964212971
695,sub-35,mentalization,frontal,cca,0.06071985620433211
696,sub-35,written text,MT,cca,0.011029307092773189
697,sub-35,written text,STS,cca,-0.05646577788455418
698,sub-35,written text,temporal,cca,0.02475629037582543
699,sub-35,written text,frontal,cca,-0.06457423105523512
700,sub-36,pixel,MT,cca,0.05107177557058538
701,sub-36,pixel,STS,cca,0.04910265506346123
702,sub-36,pixel,temporal,cca,0.028872373511873172
703,sub-36,pixel,frontal,cca,0.04513461949985866
704,sub-36,hue,MT,cca,-0.007990296709947175
705,sub-36,hue,STS,cca,0.06129329957915304
706,sub-36,hue,temporal,cca,0.10842638130256495
707,sub-36,hue,frontal,cca,-0.0018825895397314829
708,sub-36,face,MT,cca,0.014294494576706817
709,sub-36,face,STS,cca,0.07159430521961341
710,sub-36,face,temporal,cca,0.021724447742197485
711,sub-36,face,frontal,cca,-0.014613804739504266
712,sub-36,number of agents,MT,cca,-0.043899553304713824
713,sub-36,number of agents,STS,cca,-0.05970039679446611
714,sub-36,number of agents,temporal,cca,0.08609451383473676
715,sub-36,number of agents,frontal,cca,0.027336233200213056
716,sub-36,social,MT,cca,-0.039676042586628955
717,sub-36,social,STS,cca,0.06109550046426282
718,sub-36,social,temporal,cca,0.03736403576388407
719,sub-36,social,frontal,cca,0.018622378409749053
720,sub-36,valence,MT,cca,0.14686856304292112
721,sub-36,valence,STS,cca,0.029615546868733134
722,sub-36,valence,temporal,cca,-0.011060378756229916
723,sub-36,valence,frontal,cca,0.0375028110162565
724,sub-36,arousal,MT,cca,-0.050828137111233726
725,sub-36,arousal,STS,cca,0.021581991174574267
726,sub-36,arousal,temporal,cca,0.06287984572695737
727,sub-36,arousal,frontal,cca,0.036143084200488416
728,sub-36,pitch,MT,cca,-0.004591292120282508
729,sub-36,pitch,STS,cca,0.002786364535785002
730,sub-36,pitch,temporal,cca,0.10619236217810527
731,sub-36,pitch,frontal,cca,-0.10267460645011348
732,sub-36,amplitude,MT,cca,0.04743481647493952
733,sub-36,amplitude,STS,cca,-0.0685662403524638
734,sub-36,amplitude,temporal,cca,0.0712599916480003
735,sub-36,amplitude,frontal,cca,-0.029963475053989684
736,sub-36,music,MT,cca,-0.09754121529833593
737,sub-36,music,STS,cca,-0.07550909184402961
738,sub-36,music,temporal,cca,0.15393639658557948
739,sub-36,music,frontal,cca,0.0784137929515765
740,sub-36,speaking,MT,cca,-0.09715751406584665
741,sub-36,speaking,STS,cca,0.07388005357515545
742,sub-36,speaking,temporal,cca,0.055313644402514225
743,sub-36,speaking,frontal,cca,0.011098008890770528
744,sub-36,turn taking,MT,cca,0.04379383524749987
745,sub-36,turn taking,STS,cca,0.05336865289762214
746,sub-36,turn taking,temporal,cca,0.04993612670751681
747,sub-36,turn taking,frontal,cca,0.08179352332471237
748,sub-36,mentalization,MT,cca,-0.09468691121400959
749,sub-36,mentalization,STS,cca,0.07625241966728424
750,sub-36,mentalization,temporal,cca,0.06490146919228348
751,sub-36,mentalization,frontal,cca,-0.050729665607495256
752,sub-36,written text,MT,cca,0.051371547480947764
753,sub-36,written text,STS,cca,-0.0311076923722728
754,sub-36,written text,temporal,cca,0.015757521127368036
755,sub-36,written text,frontal,cca,0.00524226421380154
756,sub-38,pixel,MT,cca,0.01717248538543792
757,sub-38,pixel,STS,cca,0.01417180883478022
758,sub-38,pixel,temporal,cca,0.046171119936082805
759,sub-38,pixel,frontal,cca,-0.054983742477059484
760,sub-38,hue,MT,cca,0.08242560558481601
761,sub-38,hue,STS,cca,0.09540602992431332
762,sub-38,hue,temporal,cca,0.03879022563475694
763,sub-38,hue,frontal,cca,0.056421404191497014
764,sub-38,face,MT,cca,0.03816907642721423
765,sub-38,face,STS,cca,0.05418383562888316
766,sub-38,face,temporal,cca,0.02311487438511408
767,sub-38,face,frontal,cca,0.016794437918703675
768,sub-38,number of agents,MT,cca,0.04324470326592651
769,sub-38,number of agents,STS,cca,0.06146801048232982
770,sub-38,number of agents,temporal,cca,-0.03771091395325108
771,sub-38,number of agents,frontal,cca,-0.0027146084827360585
772,sub-38,social,MT,cca,-0.06438103669619491
773,sub-38,social,STS,cca,-0.09815209233212221
774,sub-38,social,temporal,cca,0.05472078062331622
775,sub-38,social,frontal,cca,0.004149628067706445
776,sub-38,valence,MT,cca,0.14372574396843713
777,sub-38,valence,STS,cca,0.12872672369857066
778,sub-38,valence,temporal,cca,0.1007860625291436
779,sub-38,valence,frontal,cca,0.10760898332289773
780,sub-38,arousal,MT,cca,-0.025501865469989893
781,sub-38,arousal,STS,cca,0.03083159007041041
782,sub-38,arousal,temporal,cca,0.11566000817601281
783,sub-38,arousal,frontal,cca,0.0758221005676083
784,sub-38,pitch,MT,cca,0.046736918939895844
785,sub-38,pitch,STS,cca,0.04989972781330128
786,sub-38,pitch,temporal,cca,0.1028147371078532
787,sub-38,pitch,frontal,cca,-0.02878407227635149
788,sub-38,amplitude,MT,cca,0.023328608157110065
789,sub-38,amplitude,STS,cca,0.020357134503297326
790,sub-38,amplitude,temporal,cca,0.03702856417242963
791,sub-38,amplitude,frontal,cca,0.02969240276493319
792,sub-38,music,MT,cca,0.06060953726861253
793,sub-38,music,STS,cca,0.11061532286340237
794,sub-38,music,temporal,cca,0.11398504514139
795,sub-38,music,frontal,cca,0.08262407593618745
796,sub-38,speaking,MT,cca,-0.06772858737579823
797,sub-38,speaking,STS,cca,-0.06424423921110274
798,sub-38,speaking,temporal,cca,-0.0559606226347882
799,sub-38,speaking,frontal,cca,0.02413994695772499
800,sub-38,turn taking,MT,cca,-0.02399140802355859
801,sub-38,turn taking,STS,cca,0.017820312902418013
802,sub-38,turn taking,temporal,cca,0.008579759134063902
803,sub-38,turn taking,frontal,cca,-0.0012838788542653523
804,sub-38,mentalization,MT,cca,0.04440820212904199
805,sub-38,mentalization,STS,cca,0.015694469970128598
806,sub-38,mentalization,temporal,cca,0.04559504211372647
807,sub-38,mentalization,frontal,cca,-0.04597426552847148
808,sub-38,written text,MT,cca,0.023227320569672784
809,sub-38,written text,STS,cca,-0.028651694824488105
810,sub-38,written text,temporal,cca,0.012698808277706442
811,sub-38,written text,frontal,cca,-0.07300181091438347
812,sub-39,pixel,MT,cca,0.04054581223934974
813,sub-39,pixel,STS,cca,0.046105058942121246
814,sub-39,pixel,temporal,cca,0.006606114174850486
815,sub-39,pixel,frontal,cca,0.02441183615334932
816,sub-39,hue,MT,cca,-0.032835700349997964
817,sub-39,hue,STS,cca,0.13055326652046775
818,sub-39,hue,temporal,cca,0.07078556619283038
819,sub-39,hue,frontal,cca,0.03667368203653618
820,sub-39,face,MT,cca,0.03250434092444752
821,sub-39,face,STS,cca,-0.013155035649235147
822,sub-39,face,temporal,cca,0.12116893995709903
823,sub-39,face,frontal,cca,0.08754010304753175
824,sub-39,number of agents,MT,cca,-0.018811160977598385
825,sub-39,number of agents,STS,cca,-0.04334559324402376
826,sub-39,number of agents,temporal,cca,-0.07305955540109595
827,sub-39,number of agents,frontal,cca,0.05748329414571098
828,sub-39,social,MT,cca,0.06316245155850372
829,sub-39,social,STS,cca,-0.017384225853216972
830,sub-39,social,temporal,cca,0.10964255703747287
831,sub-39,social,frontal,cca,0.02082087989800958
832,sub-39,valence,MT,cca,0.001002656760336018
833,sub-39,valence,STS,cca,0.07512996651387445
834,sub-39,valence,temporal,cca,0.11963455114898588
835,sub-39,valence,frontal,cca,0.15685748315750708
836,sub-39,arousal,MT,cca,-0.021598022867426358
837,sub-39,arousal,STS,cca,-0.04285464830596179
838,sub-39,arousal,temporal,cca,-0.01978861229639146
839,sub-39,arousal,frontal,cca,0.006848196451053434
840,sub-39,pitch,MT,cca,-0.03144964745807621
841,sub-39,pitch,STS,cca,0.06764186540567482
842,sub-39,pitch,temporal,cca,0.019179763926040462
843,sub-39,pitch,frontal,cca,0.01450807065224744
844,sub-39,amplitude,MT,cca,-0.07685727078640456
845,sub-39,amplitude,STS,cca,-0.10357481649393858
846,sub-39,amplitude,temporal,cca,0.07900324807238066
847,sub-39,amplitude,frontal,cca,-0.0322683447106499
848,sub-39,music,MT,cca,-0.028918499613570715
849,sub-39,music,STS,cca,0.17178721437928418
850,sub-39,music,temporal,cca,-0.04451668315016075
851,sub-39,music,frontal,cca,0.1269206932976965
852,sub-39,speaking,MT,cca,0.04802814347804243
853,sub-39,speaking,STS,cca,0.02643454865866248
854,sub-39,speaking,temporal,cca,0.08462577791559749
855,sub-39,speaking,frontal,cca,-0.0756827396737578
856,sub-39,turn taking,MT,cca,-0.04554247515809886
857,sub-39,turn taking,STS,cca,0.04418815113726886
858,sub-39,turn taking,temporal,cca,0.07387697117234708
859,sub-39,turn taking,frontal,cca,0.018135156180065625
860,sub-39,mentalization,MT,cca,0.026714246520127372
861,sub-39,mentalization,STS,cca,0.010759970779130578
862,sub-39,mentalization,temporal,cca,-0.005841087107032727
863,sub-39,mentalization,frontal,cca,0.019294775291084032
864,sub-39,written text,MT,cca,0.03337461386410219
865,sub-39,written text,STS,cca,-0.009148107140163364
866,sub-39,written text,temporal,cca,-0.023489591161046253
867,sub-39,written text,frontal,cca,-0.003216468518993998
868,sub-41,pixel,MT,cca,0.02193509573917605
869,sub-41,pixel,STS,cca,-0.09289184857482138
870,sub-41,pixel,temporal,cca,0.040711414799922754
871,sub-41,pixel,frontal,cca,0.1387749396258846
872,sub-41,hue,MT,cca,0.04079715417377916
873,sub-41,hue,STS,cca,-0.033236802801532205
874,sub-41,hue,temporal,cca,-0.08111970578814616
875,sub-41,hue,frontal,cca,-0.04053415902620176
876,sub-41,face,MT,cca,0.05884974635253419
877,sub-41,face,STS,cca,0.007373662096568379
878,sub-41,face,temporal,cca,-0.0007309187630806013
879,sub-41,face,frontal,cca,0.08621297784231075
880,sub-41,number of agents,MT,cca,-0.0693219903968693
881,sub-41,number of agents,STS,cca,-0.0843278971412719
882,sub-41,number of agents,temporal,cca,0.004990315720116323
883,sub-41,number of agents,frontal,cca,-0.02914487957645273
884,sub-41,social,MT,cca,0.03646918160175663
885,sub-41,social,STS,cca,0.08728273597626082
886,sub-41,social,temporal,cca,-0.05488916321035857
887,sub-41,social,frontal,cca,0.10889504452009449
888,sub-41,valence,MT,cca,-0.0997095458621335
889,sub-41,valence,STS,cca,0.025246655482721647
890,sub-41,valence,temporal,cca,0.07046179241978782
891,sub-41,valence,frontal,cca,0.1601099943999822
892,sub-41,arousal,MT,cca,0.0808040467410939
893,sub-41,arousal,STS,cca,0.0809467797869818
894,sub-41,arousal,temporal,cca,0.04793700983978368
895,sub-41,arousal,frontal,cca,0.10809045032644962
896,sub-41,pitch,MT,cca,-0.013377930677515604
897,sub-41,pitch,STS,cca,-0.04358742667469569
898,sub-41,pitch,temporal,cca,0.0017084851177455729
899,sub-41,pitch,frontal,cca,-0.13623437957588017
900,sub-41,amplitude,MT,cca,0.03681325951193672
901,sub-41,amplitude,STS,cca,-0.003747001661228566
902,sub-41,amplitude,temporal,cca,-0.03538229492735245
903,sub-41,amplitude,frontal,cca,0.08354320435065499
904,sub-41,music,MT,cca,-0.053726929959749925
905,sub-41,music,STS,cca,-0.0011776829956992474
906,sub-41,music,temporal,cca,0.0492317376358149
907,sub-41,music,frontal,cca,0.0047048097290607995
908,sub-41,speaking,MT,cca,-0.05056822662516889
909,sub-41,speaking,STS,cca,0.02562772499707955
910,sub-41,speaking,temporal,cca,-0.01932745711001682
911,sub-41,speaking,frontal,cca,0.06099353346633409
912,sub-41,turn taking,MT,cca,0.028650710579345408
913,sub-41,turn taking,STS,cca,0.0363379617260456
914,sub-41,turn taking,temporal,cca,0.03260261597743548
915,sub-41,turn taking,frontal,cca,0.06426507545448853
916,sub-41,mentalization,MT,cca,0.04083978582449048
917,sub-41,mentalization,STS,cca,0.06415568547976488
918,sub-41,mentalization,temporal,cca,0.03216148607549267
919,sub-41,mentalization,frontal,cca,0.05599580763122454
920,sub-41,written text,MT,cca,0.02415986707950215
921,sub-41,written text,STS,cca,0.038437029533124
922,sub-41,written text,temporal,cca,0.08149145507728346
923,sub-41,written text,frontal,cca,0.09559123181375254
924,sub-45,pixel,MT,cca,0.1236442142778373
925,sub-45,pixel,STS,cca,0.016509228865269333
926,sub-45,pixel,temporal,cca,0.059807221007873015
927,sub-45,pixel,frontal,cca,0.02009363990674067
928,sub-45,hue,MT,cca,0.016072584096373556
929,sub-45,hue,STS,cca,0.0454702362100043
930,sub-45,hue,temporal,cca,0.047334273579179985
931,sub-45,hue,frontal,cca,0.13533790717294739
932,sub-45,face,MT,cca,0.05549064153654726
933,sub-45,face,STS,cca,0.022121740562145886
934,sub-45,face,temporal,cca,-0.07370503968565452
935,sub-45,face,frontal,cca,0.07173087615325269
936,sub-45,number of agents,MT,cca,0.018010686016580024
937,sub-45,number of agents,STS,cca,0.02963202131690266
938,sub-45,number of agents,temporal,cca,-0.008731814585730246
939,sub-45,number of agents,frontal,cca,0.07095386624946168
940,sub-45,social,MT,cca,0.05907009478452312
941,sub-45,social,STS,cca,0.08381551515577708
942,sub-45,social,temporal,cca,-0.04611752863857266
943,sub-45,social,frontal,cca,0.03185027965193279
944,sub-45,valence,MT,cca,0.08918640886630406
945,sub-45,valence,STS,cca,0.004688068031704895
946,sub-45,valence,temporal,cca,-0.03758732105197138
947,sub-45,valence,frontal,cca,0.10516180846218263
948,sub-45,arousal,MT,cca,-0.028380574054982687
949,sub-45,arousal,STS,cca,0.04287227321783389
950,sub-45,arousal,temporal,cca,-0.016621368625973697
951,sub-45,arousal,frontal,cca,-0.10480924263768861
952,sub-45,pitch,MT,cca,0.057427269088749885
953,sub-45,pitch,STS,cca,-0.04711143884518938
954,sub-45,pitch,temporal,cca,-0.0217576483078314
955,sub-45,pitch,frontal,cca,-0.12006462194352115
956,sub-45,amplitude,MT,cca,-0.11709546208246532
957,sub-45,amplitude,STS,cca,0.053409077196411525
958,sub-45,amplitude,temporal,cca,0.01948709815482874
959,sub-45,amplitude,frontal,cca,-0.14284584388061983
960,sub-45,music,MT,cca,-0.04887164301663205
961,sub-45,music,STS,cca,0.09941332802241068
962,sub-45,music,temporal,cca,0.07661377801672957
963,sub-45,music,frontal,cca,0.0297442736226605
964,sub-45,speaking,MT,cca,-0.013427024604992566
965,sub-45,speaking,STS,cca,0.07943618793467948
966,sub-45,speaking,temporal,cca,-0.0053343802028595014
967,sub-45,speaking,frontal,cca,-0.07857185069097442
968,sub-45,turn taking,MT,cca,0.025343852637506027
969,sub-45,turn taking,STS,cca,0.032820290065525934
970,sub-45,turn taking,temporal,cca,-0.03804080076464089
971,sub-45,turn taking,frontal,cca,-0.07213887332938215
972,sub-45,mentalization,MT,cca,0.06200700218157969
973,sub-45,mentalization,STS,cca,0.05858779092234463
974,sub-45,mentalization,temporal,cca,-0.06038988543934935
975,sub-45,mentalization,frontal,cca,0.015615278439995084
976,sub-45,written text,MT,cca,0.020787560895849922
977,sub-45,written text,STS,cca,-0.02434939557308722
978,sub-45,written text,temporal,cca,0.05738913188542305
979,sub-45,written text,frontal,cca,-0.024386414266237933
980,sub-46,pixel,MT,cca,0.1334150486866604
981,sub-46,pixel,STS,cca,0.08132796250760962
982,sub-46,pixel,temporal,cca,0.15589227192486327
983,sub-46,pixel,frontal,cca,0.019095223425925935
984,sub-46,hue,MT,cca,-0.04280649550327718
985,sub-46,hue,STS,cca,0.05530882431487703
986,sub-46,hue,temporal,cca,0.050139569900102154
987,sub-46,hue,frontal,cca,-0.008068030799397686
988,sub-46,face,MT,cca,0.04041136102477631
989,sub-46,face,STS,cca,0.035262807224161016
990,sub-46,face,temporal,cca,0.0718409836924991
991,sub-46,face,frontal,cca,0.022998686553841963
992,sub-46,number of agents,MT,cca,0.015347818447408023
993,sub-46,number of agents,STS,cca,0.04151346521503034
994,sub-46,number of agents,temporal,cca,-0.004914248987711911
995,sub-46,number of agents,frontal,cca,0.03753224324781386
996,sub-46,social,MT,cca,0.05932009864627843
997,sub-46,social,STS,cca,0.09725189271389723
998,sub-46,social,temporal,cca,-0.03780987403305007
999,sub-46,social,frontal,cca,-0.061921542353186275
1000,sub-46,valence,MT,cca,0.0965913488692816
1001,sub-46,valence,STS,cca,0.042400632944605124
1002,sub-46,valence,temporal,cca,0.13656082227628752
1003,sub-46,valence,frontal,cca,0.16642958430392563
1004,sub-46,arousal,MT,cca,-0.08216331892035271
1005,sub-46,arousal,STS,cca,0.05307089797504365
1006,sub-46,arousal,temporal,cca,0.03795116546397592
1007,sub-46,arousal,frontal,cca,0.05487645453302039
1008,sub-46,pitch,MT,cca,0.07164512336041584
1009,sub-46,pitch,STS,cca,-0.08076052702079958
1010,sub-46,pitch,temporal,cca,-0.09593911003814515
1011,sub-46,pitch,frontal,cca,0.09217757833170079
1012,sub-46,amplitude,MT,cca,-0.06427229088568454
1013,sub-46,amplitude,STS,cca,0.010963311925742448
1014,sub-46,amplitude,temporal,cca,-0.0824051286678859
1015,sub-46,amplitude,frontal,cca,0.007306924546288363
1016,sub-46,music,MT,cca,-0.03501648979915686
1017,sub-46,music,STS,cca,0.05892254817876556
1018,sub-46,music,temporal,cca,0.0818093974693441
1019,sub-46,music,frontal,cca,-0.0861577997324996
1020,sub-46,speaking,MT,cca,-0.03627730649162
1021,sub-46,speaking,STS,cca,0.06272782189262809
1022,sub-46,speaking,temporal,cca,-0.0421513172519002
1023,sub-46,speaking,frontal,cca,-0.04220925985799577
1024,sub-46,turn taking,MT,cca,0.027583362729955697
1025,sub-46,turn taking,STS,cca,-0.03601867876545171
1026,sub-46,turn taking,temporal,cca,-0.06206646610972062
1027,sub-46,turn taking,frontal,cca,-0.06428814606928268
1028,sub-46,mentalization,MT,cca,0.05519510519433459
1029,sub-46,mentalization,STS,cca,-0.03191914987911635
1030,sub-46,mentalization,temporal,cca,0.04855476172596025
1031,sub-46,mentalization,frontal,cca,-0.06094327900260359
1032,sub-46,written text,MT,cca,0.037448348477413206
1033,sub-46,written text,STS,cca,-0.024189640654780242
1034,sub-46,written text,temporal,cca,0.01409831516958735
1035,sub-46,written text,frontal,cca,-0.06584892139633006
1036,sub-50,pixel,MT,cca,0.15424434434019813
1037,sub-50,pixel,STS,cca,0.05290309234278243
1038,sub-50,pixel,temporal,cca,0.026211684068419717
1039,sub-50,pixel,frontal,cca,0.049607675599555215
1040,sub-50,hue,MT,cca,0.010552010138172262
1041,sub-50,hue,STS,cca,0.061696708935071246
1042,sub-50,hue,temporal,cca,-0.012571885974084051
1043,sub-50,hue,frontal,cca,-0.006745710558360396
1044,sub-50,face,MT,cca,0.1879303877784319
1045,sub-50,face,STS,cca,-0.003587520971738778
1046,sub-50,face,temporal,cca,0.025571465541654636
1047,sub-50,face,frontal,cca,0.0452839759737768
1048,sub-50,number of agents,MT,cca,-0.03199991885546505
1049,sub-50,number of agents,STS,cca,-0.11868399271326244
1050,sub-50,number of agents,temporal,cca,-0.08707481711459746
1051,sub-50,number of agents,frontal,cca,0.07712845247385651
1052,sub-50,social,MT,cca,0.09446362504074153
1053,sub-50,social,STS,cca,-0.04822858541796286
1054,sub-50,social,temporal,cca,-0.009633093818608485
1055,sub-50,social,frontal,cca,-0.012831342675303193
1056,sub-50,valence,MT,cca,0.16786965000727688
