,subject,name1,name2,names,name1_measure,name2_measure,name1_model,name2_model,mask1,mask2,hemi,total_voxels1,total_voxels2,total_voxels,voxels1_only,voxels2_only,voxels_overlap,DICE_coef,proportion_of_voxels1_in_this_hemi,proportion_of_voxels2_in_this_hemi,proportion_of_all_voxels_in_this_hemi,proportion_of_overlap_in_this_hemi,proportion_of_1_that_is_also_2,proportion_of_2_that_is_also_1,proportion_of_voxels_that_is_voxels1,proportion_of_voxels_that_is_voxels2,proportion_of_voxels_that_is_overlap
25,sub-07,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,left,30,30,60,0,0,30,1.0,0.24,0.24,0.24,0.24,1.0,1.0,0.0,0.0,0.5
26,sub-07,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,right,95,95,190,0,0,95,1.0,0.76,0.76,0.76,0.76,1.0,1.0,0.0,0.0,0.5
27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,sub-08,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,all,125,125,250,0,0,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
34,sub-08,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,left,34,34,68,0,0,34,1.0,0.272,0.272,0.272,0.272,1.0,1.0,0.0,0.0,0.5
35,sub-08,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,right,91,91,182,0,0,91,1.0,0.728,0.728,0.728,0.728,1.0,1.0,0.0,0.0,0.5
36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,sub-09,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,all,125,125,250,0,0,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
43,sub-09,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,left,22,22,44,0,0,22,1.0,0.176,0.176,0.176,0.176,1.0,1.0,0.0,0.0,0.5
44,sub-09,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,right,103,103,206,0,0,103,1.0,0.824,0.824,0.824,0.824,1.0,1.0,0.0,0.0,0.5
45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51,sub-10,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,all,125,125,250,0,0,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
52,sub-10,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,left,20,20,40,0,0,20,1.0,0.16,0.16,0.16,0.16,1.0,1.0,0.0,0.0,0.5
53,sub-10,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,right,105,105,210,0,0,105,1.0,0.84,0.84,0.84,0.84,1.0,1.0,0.0,0.0,0.5
54,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,sub-14,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,all,125,125,250,0,0,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
61,sub-14,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,left,67,67,134,0,0,67,1.0,0.536,0.536,0.536,0.536,1.0,1.0,0.0,0.0,0.5
62,sub-14,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,right,58,58,116,0,0,58,1.0,0.464,0.464,0.464,0.464,1.0,1.0,0.0,0.0,0.5
63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,sub-15,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,all,125,125,250,0,0,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
70,sub-15,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,left,18,18,36,0,0,18,1.0,0.144,0.144,0.144,0.144,1.0,1.0,0.0,0.0,0.5
71,sub-15,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,right,107,107,214,0,0,107,1.0,0.856,0.856,0.856,0.856,1.0,1.0,0.0,0.0,0.5
72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,sub-16,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,all,125,125,250,0,0,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
79,sub-16,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,left,78,78,156,0,0,78,1.0,0.624,0.624,0.624,0.624,1.0,1.0,0.0,0.0,0.5
80,sub-16,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,right,47,47,94,0,0,47,1.0,0.376,0.376,0.376,0.376,1.0,1.0,0.0,0.0,0.5
81,sub-19,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,aSTS,aSTS,all,125,125,250,0,0,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
82,sub-19,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,aSTS,aSTS,left,2,2,4,0,0,2,1.0,0.016,0.016,0.016,0.016,1.0,1.0,0.0,0.0,0.5
83,sub-19,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,aSTS,aSTS,right,123,123,246,0,0,123,1.0,0.984,0.984,0.984,0.984,1.0,1.0,0.0,0.0,0.5
84,sub-19,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,aSTS,aSTS,all,125,125,250,111,111,14,0.112,1.0,1.0,1.0,1.0,0.112,0.112,0.444,0.444,0.056
85,sub-19,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,aSTS,aSTS,left,2,33,35,2,33,0,0.0,0.016,0.264,0.14,0.0,0.0,0.0,0.05714285714285714,0.9428571428571428,0.0
86,sub-19,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,aSTS,aSTS,right,123,92,215,109,78,14,0.13023255813953488,0.984,0.736,0.86,1.0,0.11382113821138211,0.15217391304347827,0.5069767441860465,0.3627906976744186,0.06511627906976744
87,sub-19,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,all,125,125,250,0,0,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
88,sub-19,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,aSTS,aSTS,left,33,33,66,0,0,33,1.0,0.264,0.264,0.264,0.264,1.0,1.0,0.0,0.0,0.5
