,subject,name1,name2,names,name1_measure,name2_measure,name1_model,name2_model,mask1,mask2,hemi,total_voxels1,total_voxels2,total_voxels,voxels1_only,voxels2_only,voxels_overlap,DICE_coef,proportion_of_voxels1_in_this_hemi,proportion_of_voxels2_in_this_hemi,proportion_of_all_voxels_in_this_hemi,proportion_of_overlap_in_this_hemi,proportion_of_1_that_is_also_2,proportion_of_2_that_is_also_1,proportion_of_voxels_that_is_voxels1,proportion_of_voxels_that_is_voxels2,proportion_of_voxels_that_is_overlap
251,sub-55,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,right,119,119,238,0,0,119,1.0,0.39666666666666667,0.39666666666666667,0.39666666666666667,0.39666666666666667,1.0,1.0,0.0,0.0,0.5
252,sub-56,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,all,300,300,600,0,0,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
253,sub-56,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,left,296,296,592,0,0,296,1.0,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,1.0,1.0,0.0,0.0,0.5
254,sub-56,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,right,4,4,8,0,0,4,1.0,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,1.0,1.0,0.0,0.0,0.5
255,sub-56,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,all,300,300,600,295,295,5,0.016666666666666666,1.0,1.0,1.0,1.0,0.016666666666666666,0.016666666666666666,0.49166666666666664,0.49166666666666664,0.008333333333333333
256,sub-56,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,left,296,100,396,294,98,2,0.010101010101010102,0.9866666666666667,0.3333333333333333,0.66,0.4,0.006756756756756757,0.02,0.7424242424242424,0.2474747474747475,0.005050505050505051
257,sub-56,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,right,4,200,204,1,197,3,0.029411764705882353,0.013333333333333334,0.6666666666666666,0.34,0.6,0.75,0.015,0.004901960784313725,0.9656862745098039,0.014705882352941176
258,sub-56,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,all,300,300,600,0,0,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
259,sub-56,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,left,100,100,200,0,0,100,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.5
260,sub-56,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,right,200,200,400,0,0,200,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.5
261,sub-57,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,all,300,300,600,0,0,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
262,sub-57,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,left,129,129,258,0,0,129,1.0,0.43,0.43,0.43,0.43,1.0,1.0,0.0,0.0,0.5
263,sub-57,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,right,171,171,342,0,0,171,1.0,0.57,0.57,0.57,0.57,1.0,1.0,0.0,0.0,0.5
264,sub-57,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,all,300,300,600,272,272,28,0.09333333333333334,1.0,1.0,1.0,1.0,0.09333333333333334,0.09333333333333334,0.4533333333333333,0.4533333333333333,0.04666666666666667
265,sub-57,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,left,129,11,140,129,11,0,0.0,0.43,0.03666666666666667,0.23333333333333334,0.0,0.0,0.0,0.9214285714285714,0.07857142857142857,0.0
266,sub-57,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,right,171,289,460,143,261,28,0.12173913043478261,0.57,0.9633333333333334,0.7666666666666667,1.0,0.16374269005847952,0.09688581314878893,0.3108695652173913,0.5673913043478261,0.06086956521739131
267,sub-57,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,all,300,300,600,0,0,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
268,sub-57,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,left,11,11,22,0,0,11,1.0,0.03666666666666667,0.03666666666666667,0.03666666666666667,0.03666666666666667,1.0,1.0,0.0,0.0,0.5
269,sub-57,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,right,289,289,578,0,0,289,1.0,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9633333333333334,1.0,1.0,0.0,0.0,0.5
270,sub-58,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,all,300,300,600,0,0,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
271,sub-58,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,left,114,114,228,0,0,114,1.0,0.38,0.38,0.38,0.38,1.0,1.0,0.0,0.0,0.5
272,sub-58,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,right,186,186,372,0,0,186,1.0,0.62,0.62,0.62,0.62,1.0,1.0,0.0,0.0,0.5
273,sub-58,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,all,300,300,600,290,290,10,0.03333333333333333,1.0,1.0,1.0,1.0,0.03333333333333333,0.03333333333333333,0.48333333333333334,0.48333333333333334,0.016666666666666666
274,sub-58,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,left,114,21,135,114,21,0,0.0,0.38,0.07,0.225,0.0,0.0,0.0,0.8444444444444444,0.15555555555555556,0.0
275,sub-58,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,right,186,279,465,176,269,10,0.043010752688172046,0.62,0.93,0.775,1.0,0.053763440860215055,0.035842293906810034,0.37849462365591396,0.578494623655914,0.021505376344086023
276,sub-58,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,all,300,300,600,0,0,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
277,sub-58,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,left,21,21,42,0,0,21,1.0,0.07,0.07,0.07,0.07,1.0,1.0,0.0,0.0,0.5
278,sub-58,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,right,279,279,558,0,0,279,1.0,0.93,0.93,0.93,0.93,1.0,1.0,0.0,0.0,0.5
279,sub-60,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,all,300,300,600,0,0,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
280,sub-60,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,left,212,212,424,0,0,212,1.0,0.7066666666666667,0.7066666666666667,0.7066666666666667,0.7066666666666667,1.0,1.0,0.0,0.0,0.5
281,sub-60,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,right,88,88,176,0,0,88,1.0,0.29333333333333333,0.29333333333333333,0.29333333333333333,0.29333333333333333,1.0,1.0,0.0,0.0,0.5
282,sub-60,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,all,300,300,600,294,294,6,0.02,1.0,1.0,1.0,1.0,0.02,0.02,0.49,0.49,0.01
283,sub-60,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,left,212,229,441,208,225,4,0.018140589569160998,0.7066666666666667,0.7633333333333333,0.735,0.6666666666666666,0.018867924528301886,0.017467248908296942,0.47165532879818595,0.5102040816326531,0.009070294784580499
284,sub-60,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,right,88,71,159,86,69,2,0.025157232704402517,0.29333333333333333,0.23666666666666666,0.265,0.3333333333333333,0.022727272727272728,0.028169014084507043,0.5408805031446541,0.4339622641509434,0.012578616352201259
285,sub-60,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,all,300,300,600,0,0,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
286,sub-60,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,left,229,229,458,0,0,229,1.0,0.7633333333333333,0.7633333333333333,0.7633333333333333,0.7633333333333333,1.0,1.0,0.0,0.0,0.5
287,sub-60,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,right,71,71,142,0,0,71,1.0,0.23666666666666666,0.23666666666666666,0.23666666666666666,0.23666666666666666,1.0,1.0,0.0,0.0,0.5
288,sub-61,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,all,300,300,600,0,0,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
289,sub-61,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,left,279,279,558,0,0,279,1.0,0.93,0.93,0.93,0.93,1.0,1.0,0.0,0.0,0.5
290,sub-61,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,right,21,21,42,0,0,21,1.0,0.07,0.07,0.07,0.07,1.0,1.0,0.0,0.0,0.5
291,sub-61,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,all,300,300,600,300,300,0,0.0,1.0,1.0,1.0,nan,0.0,0.0,0.5,0.5,0.0
292,sub-61,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,left,279,84,363,279,84,0,0.0,0.93,0.28,0.605,nan,0.0,0.0,0.768595041322314,0.23140495867768596,0.0
293,sub-61,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,right,21,216,237,21,216,0,0.0,0.07,0.72,0.395,nan,0.0,0.0,0.08860759493670886,0.9113924050632911,0.0
294,sub-61,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,all,300,300,600,0,0,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
295,sub-61,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,left,84,84,168,0,0,84,1.0,0.28,0.28,0.28,0.28,1.0,1.0,0.0,0.0,0.5
296,sub-61,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,right,216,216,432,0,0,216,1.0,0.72,0.72,0.72,0.72,1.0,1.0,0.0,0.0,0.5
297,sub-62,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,all,300,300,600,0,0,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
298,sub-62,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,left,258,258,516,0,0,258,1.0,0.86,0.86,0.86,0.86,1.0,1.0,0.0,0.0,0.5
299,sub-62,intact-degraded,intact-degraded,intact-degraded-language_intact-degraded-language,language,language,glm,glm,pSTS,pSTS,right,42,42,84,0,0,42,1.0,0.14,0.14,0.14,0.14,1.0,1.0,0.0,0.0,0.5
300,sub-62,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,all,300,300,600,279,279,21,0.07,1.0,1.0,1.0,1.0,0.07,0.07,0.465,0.465,0.035
301,sub-62,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,left,258,78,336,251,71,7,0.041666666666666664,0.86,0.26,0.56,0.3333333333333333,0.027131782945736434,0.08974358974358974,0.7470238095238095,0.2113095238095238,0.020833333333333332
302,sub-62,intact-degraded,interact-no_interact,intact-degraded-language_interact-no_interact-SIpointlights,language,SIpointlights,glm,glm,pSTS,pSTS,right,42,222,264,28,208,14,0.10606060606060606,0.14,0.74,0.44,0.6666666666666666,0.3333333333333333,0.06306306306306306,0.10606060606060606,0.7878787878787878,0.05303030303030303
303,sub-62,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,all,300,300,600,0,0,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
304,sub-62,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,left,78,78,156,0,0,78,1.0,0.26,0.26,0.26,0.26,1.0,1.0,0.0,0.0,0.5
305,sub-62,interact-no_interact,interact-no_interact,interact-no_interact-SIpointlights_interact-no_interact-SIpointlights,SIpointlights,SIpointlights,glm,glm,pSTS,pSTS,right,222,222,444,0,0,222,1.0,0.74,0.74,0.74,0.74,1.0,1.0,0.0,0.0,0.5
