subject,annotated_feature,region,method,score
sub-32,speaking,temporal,cca,0.04043460658601892
sub-32,speaking,frontal,cca,-0.0290736823642191
sub-32,turn taking,MT,cca,0.02758336272995563
sub-32,turn taking,STS,cca,0.0654379769334728
sub-32,turn taking,temporal,cca,-0.05354094508764473
sub-32,turn taking,frontal,cca,0.07523472157406189
sub-32,mentalization,MT,cca,0.05519510519433415
sub-32,mentalization,STS,cca,0.024963021222098036
sub-32,mentalization,temporal,cca,0.052430438738472196
sub-32,mentalization,frontal,cca,-0.057435713486182795
sub-32,written text,MT,cca,0.03744834847741305
sub-32,written text,STS,cca,0.07979167918831283
sub-32,written text,temporal,cca,-0.017218114745917012
sub-32,written text,frontal,cca,0.07745483905635345
sub-33,pixel,MT,cca,0.12391195337537879
sub-33,pixel,STS,cca,0.030812148604583568
sub-33,pixel,temporal,cca,0.03431385203431381
sub-33,pixel,frontal,cca,0.08125317591324732
sub-33,hue,MT,cca,-0.08236893005154386
sub-33,hue,STS,cca,0.1391308684538571
sub-33,hue,temporal,cca,0.028607906048205754
sub-33,hue,frontal,cca,-0.06187299021837942
sub-33,face,MT,cca,0.038349673914927586
sub-33,face,STS,cca,-0.056934756611323634
sub-33,face,temporal,cca,0.07097839087060494
sub-33,face,frontal,cca,0.07959484897820861
sub-33,number of agents,MT,cca,0.014226275795959541
sub-33,number of agents,STS,cca,-0.023834570824340373
sub-33,number of agents,temporal,cca,0.03445198978451236
sub-33,number of agents,frontal,cca,0.04246690259196815
sub-33,social,MT,cca,0.07277332743042424
sub-33,social,STS,cca,0.003370499517286385
sub-33,social,temporal,cca,0.044669553375361735
sub-33,social,frontal,cca,0.09416506446725226
sub-33,valence,MT,cca,0.10718907053459907
sub-33,valence,STS,cca,0.05610450494784227
sub-33,valence,temporal,cca,0.07115766913728891
sub-33,valence,frontal,cca,0.11462117025332823
sub-33,arousal,MT,cca,-0.03814390341262854
sub-33,arousal,STS,cca,0.03738967270839011
sub-33,arousal,temporal,cca,0.06438878567486817
sub-33,arousal,frontal,cca,0.059847056838526
sub-33,pitch,MT,cca,0.088961202438366
sub-33,pitch,STS,cca,0.008232132210779142
sub-33,pitch,temporal,cca,-0.010883130998931479
sub-33,pitch,frontal,cca,0.1505986276997541
sub-33,amplitude,MT,cca,-0.05359354608189899
sub-33,amplitude,STS,cca,0.019334410055794303
sub-33,amplitude,temporal,cca,0.016067913620963624
sub-33,amplitude,frontal,cca,0.11691948388696258
sub-33,music,MT,cca,-0.019723132720074688
sub-33,music,STS,cca,0.05073096944214302
sub-33,music,temporal,cca,-0.035423297573635625
sub-33,music,frontal,cca,0.07419946469231395
sub-33,speaking,MT,cca,-0.007929939824653598
sub-33,speaking,STS,cca,-0.022898858083448093
sub-33,speaking,temporal,cca,0.06668180829222026
sub-33,speaking,frontal,cca,0.09259565896433437
sub-33,turn taking,MT,cca,0.032294884024666
sub-33,turn taking,STS,cca,-0.061993585720244916
sub-33,turn taking,temporal,cca,0.00522846284996945
sub-33,turn taking,frontal,cca,0.045661713348955676
sub-33,mentalization,MT,cca,0.05248169893052743
sub-33,mentalization,STS,cca,-0.07367997524747186
sub-33,mentalization,temporal,cca,-0.05828156228467081
sub-33,mentalization,frontal,cca,-0.023506376308393317
sub-33,written text,MT,cca,0.020119456402771418
sub-33,written text,STS,cca,0.042822923054504414
sub-33,written text,temporal,cca,-0.028189858778854337
sub-33,written text,frontal,cca,-0.05484466463167568
sub-35,pixel,MT,cca,0.046929476940557734
sub-35,pixel,STS,cca,-0.12231254687210351
sub-35,pixel,temporal,cca,-0.06316255438477283
sub-35,pixel,frontal,cca,0.015457265046838998
sub-35,hue,MT,cca,0.010600070297373443
sub-35,hue,STS,cca,0.08307021849250855
sub-35,hue,temporal,cca,0.09519218123187204
sub-35,hue,frontal,cca,0.004195453572651275
sub-35,face,MT,cca,0.03854036364502691
sub-35,face,STS,cca,-0.021974054528217747
sub-35,face,temporal,cca,-0.010718885416801128
sub-35,face,frontal,cca,0.055355873936379196
sub-35,number of agents,MT,cca,-0.010330718584455712
sub-35,number of agents,STS,cca,0.019770025654076706
sub-35,number of agents,temporal,cca,-0.08622808872868423
sub-35,number of agents,frontal,cca,-0.005646455301479158
sub-35,social,MT,cca,0.017570042673706633
sub-35,social,STS,cca,0.034639411296265646
sub-35,social,temporal,cca,-0.0681193330473919
sub-35,social,frontal,cca,0.11398472877147507
sub-35,valence,MT,cca,-0.00978736532483786
sub-35,valence,STS,cca,0.04559625342273928
sub-35,valence,temporal,cca,0.08028417680394964
sub-35,valence,frontal,cca,0.1666548063598003
sub-35,arousal,MT,cca,0.034072490968423866
sub-35,arousal,STS,cca,-0.08775113140400721
sub-35,arousal,temporal,cca,-0.07921459781410098
sub-35,arousal,frontal,cca,0.0036186186336551575
sub-35,pitch,MT,cca,0.06323230039630712
sub-35,pitch,STS,cca,0.031829688007800484
sub-35,pitch,temporal,cca,-0.004671815401093937
sub-35,pitch,frontal,cca,-0.08485660007067983
sub-35,amplitude,MT,cca,-0.05973251183906088
sub-35,amplitude,STS,cca,0.08154500551131685
sub-35,amplitude,temporal,cca,-0.0006681796413393615
sub-35,amplitude,frontal,cca,-0.00731072309743479
sub-35,music,MT,cca,0.03019752810254339
sub-35,music,STS,cca,0.056020636666034206
sub-35,music,temporal,cca,0.03096285942283159
sub-35,music,frontal,cca,0.029475042119816507
sub-35,speaking,MT,cca,0.007047988448431397
sub-35,speaking,STS,cca,0.03371111527955195
sub-35,speaking,temporal,cca,-0.06023378715062071
sub-35,speaking,frontal,cca,0.0914768458995698
sub-35,turn taking,MT,cca,-0.010591373965091822
sub-35,turn taking,STS,cca,0.004325752635311986
sub-35,turn taking,temporal,cca,0.030311086188455703
sub-35,turn taking,frontal,cca,0.04133909359694523
sub-35,mentalization,MT,cca,0.04053788504834084
sub-35,mentalization,STS,cca,0.038453530256410316
sub-35,mentalization,temporal,cca,0.05585524964212958
sub-35,mentalization,frontal,cca,0.06096612042473302
sub-35,written text,MT,cca,0.014701039737028965
sub-35,written text,STS,cca,-0.05646577788455347
sub-35,written text,temporal,cca,0.033343185282320345
sub-35,written text,frontal,cca,-0.06451549502360492
sub-36,pixel,MT,cca,0.0510717755705854
sub-36,pixel,STS,cca,0.04892596139094563
sub-36,pixel,temporal,cca,0.028769428705396827
sub-36,pixel,frontal,cca,0.046066773689814156
sub-36,hue,MT,cca,-0.007873408449836949
sub-36,hue,STS,cca,0.06199819025192577
sub-36,hue,temporal,cca,0.10914115097356061
sub-36,hue,frontal,cca,-0.00149982156632964
sub-36,face,MT,cca,0.017648096878166774
sub-36,face,STS,cca,0.07118777001112149
sub-36,face,temporal,cca,0.022524487731646503
sub-36,face,frontal,cca,-0.014376396493489652
sub-36,number of agents,MT,cca,-0.04393373085596779
sub-36,number of agents,STS,cca,-0.06004717814041436
sub-36,number of agents,temporal,cca,0.08633650183221034
sub-36,number of agents,frontal,cca,0.02732668282940709
sub-36,social,MT,cca,-0.0385705885742484
sub-36,social,STS,cca,0.05982990041451797
sub-36,social,temporal,cca,0.03698848659569411
sub-36,social,frontal,cca,0.018839500687567633
sub-36,valence,MT,cca,0.1474512963505012
sub-36,valence,STS,cca,0.029910358254913838
sub-36,valence,temporal,cca,-0.010622471383227717
sub-36,valence,frontal,cca,0.03669640536637231
sub-36,arousal,MT,cca,-0.05196921902797165
sub-36,arousal,STS,cca,0.02158199117457471
sub-36,arousal,temporal,cca,0.06435198497220074
sub-36,arousal,frontal,cca,0.036214330590761824
sub-36,pitch,MT,cca,0.003001525618304446
sub-36,pitch,STS,cca,0.002718508379552076
sub-36,pitch,temporal,cca,0.10739999962518584
sub-36,pitch,frontal,cca,-0.10258921131350444
sub-36,amplitude,MT,cca,0.04677929571594488
sub-36,amplitude,STS,cca,-0.0681465037994432
sub-36,amplitude,temporal,cca,0.07154226148351805
sub-36,amplitude,frontal,cca,-0.02922317957172227
sub-36,music,MT,cca,-0.09942885063446039
sub-36,music,STS,cca,-0.07572908323648168
sub-36,music,temporal,cca,0.15471017897799794
sub-36,music,frontal,cca,0.07840138813027106
sub-36,speaking,MT,cca,-0.09680269509279797
sub-36,speaking,STS,cca,0.07388005357515523
sub-36,speaking,temporal,cca,0.056714829889417694
sub-36,speaking,frontal,cca,0.011093335869218679
sub-36,turn taking,MT,cca,0.045326224027891236
sub-36,turn taking,STS,cca,0.053709456194361495
sub-36,turn taking,temporal,cca,0.05087566225001763
sub-36,turn taking,frontal,cca,0.08182917897325956
sub-36,mentalization,MT,cca,-0.09383354403088931
sub-36,mentalization,STS,cca,0.07648705435365444
sub-36,mentalization,temporal,cca,0.06435074331114299
sub-36,mentalization,frontal,cca,-0.04978692566068439
sub-36,written text,MT,cca,0.05404207949588653
sub-36,written text,STS,cca,-0.0326549321080825
sub-36,written text,temporal,cca,0.015888268122329886
sub-36,written text,frontal,cca,0.0051958903189867735
sub-38,pixel,MT,cca,0.0184873279485104
sub-38,pixel,STS,cca,0.016748487067547148
sub-38,pixel,temporal,cca,0.048565270294046295
sub-38,pixel,frontal,cca,-0.054977464572529125
sub-38,hue,MT,cca,0.08216302157497138
sub-38,hue,STS,cca,0.09797425028759846
sub-38,hue,temporal,cca,0.03879022563475698
sub-38,hue,frontal,cca,0.05638426503137506
sub-38,face,MT,cca,0.03816907642721423
sub-38,face,STS,cca,0.054183835628883334
sub-38,face,temporal,cca,0.02507125399080403
sub-38,face,frontal,cca,0.01794891760015025
sub-38,number of agents,MT,cca,0.04279401015630677
sub-38,number of agents,STS,cca,0.06146801048232962
sub-38,number of agents,temporal,cca,-0.03780137995498358
sub-38,number of agents,frontal,cca,-0.0005999350424150229
sub-38,social,MT,cca,-0.06438103669619669
sub-38,social,STS,cca,-0.09844448865076665
sub-38,social,temporal,cca,0.054654041722918656
sub-38,social,frontal,cca,0.004517936317470372
sub-38,valence,MT,cca,0.1425719751235545
sub-38,valence,STS,cca,0.13008721511761562
sub-38,valence,temporal,cca,0.10403738517142962
sub-38,valence,frontal,cca,0.10747913030518359
sub-38,arousal,MT,cca,-0.023954303664198574
sub-38,arousal,STS,cca,0.032541946929492596
sub-38,arousal,temporal,cca,0.11751569474455952
sub-38,arousal,frontal,cca,0.07537101660047925
sub-38,pitch,MT,cca,0.049321979978319844
sub-38,pitch,STS,cca,0.05518426048701763
sub-38,pitch,temporal,cca,0.10355343124828872
sub-38,pitch,frontal,cca,-0.02828112065229016
sub-38,amplitude,MT,cca,0.02332860815710989
sub-38,amplitude,STS,cca,0.020574522750219693
sub-38,amplitude,temporal,cca,0.03733097269910899
sub-38,amplitude,frontal,cca,0.029658436096222873
sub-38,music,MT,cca,0.060148728136076725
sub-38,music,STS,cca,0.11061532286340255
sub-38,music,temporal,cca,0.11508244925433195
sub-38,music,frontal,cca,0.08603408595582773
sub-38,speaking,MT,cca,-0.0678210165951995
sub-38,speaking,STS,cca,-0.06052797923943296
sub-38,speaking,temporal,cca,-0.055887868155452394
sub-38,speaking,frontal,cca,0.024032310704328298
sub-38,turn taking,MT,cca,-0.024729109340829235
sub-38,turn taking,STS,cca,0.018377505448603126
sub-38,turn taking,temporal,cca,0.010035006666410351
sub-38,turn taking,frontal,cca,-0.0013003389930487997
sub-38,mentalization,MT,cca,0.0444082021290416
sub-38,mentalization,STS,cca,0.017651930316941587
sub-38,mentalization,temporal,cca,0.048006810310804025
sub-38,mentalization,frontal,cca,-0.045841424148495326
sub-38,written text,MT,cca,0.0240179720855108
sub-38,written text,STS,cca,-0.028651694824487907
sub-38,written text,temporal,cca,0.013211625220368539
sub-38,written text,frontal,cca,-0.07268243623177946
sub-39,pixel,MT,cca,0.043438793973477496
sub-39,pixel,STS,cca,0.04610505894212129
sub-39,pixel,temporal,cca,0.006606114174850575
sub-39,pixel,frontal,cca,0.028772685994940116
sub-39,hue,MT,cca,-0.0328318125712753
sub-39,hue,STS,cca,0.13060743328745233
sub-39,hue,temporal,cca,0.0707855661928301
sub-39,hue,frontal,cca,0.03769700043425979
sub-39,face,MT,cca,0.03250434092444843
sub-39,face,STS,cca,-0.007949998189854913
sub-39,face,temporal,cca,0.12116893995709929
sub-39,face,frontal,cca,0.08754010304753099
sub-39,number of agents,MT,cca,-0.017912580252417952
sub-39,number of agents,STS,cca,-0.04526503041733869
sub-39,number of agents,temporal,cca,-0.07148111525801211
sub-39,number of agents,frontal,cca,0.057483294145711385
sub-39,social,MT,cca,0.0637258147478629
sub-39,social,STS,cca,-0.015606781539882774
sub-39,social,temporal,cca,0.10968379589255287
sub-39,social,frontal,cca,0.02239342636745938
sub-39,valence,MT,cca,0.0010409616882400608
sub-39,valence,STS,cca,0.07511250273663302
sub-39,valence,temporal,cca,0.12132891249224094
sub-39,valence,frontal,cca,0.1593627627040385
sub-39,arousal,MT,cca,-0.021785617238378928
sub-39,arousal,STS,cca,-0.037556831040570636
sub-39,arousal,temporal,cca,-0.01857088129250397
sub-39,arousal,frontal,cca,0.014056122651256952
sub-39,pitch,MT,cca,-0.02766245312893125
sub-39,pitch,STS,cca,0.06947515369299499
sub-39,pitch,temporal,cca,0.025713171624785636
sub-39,pitch,frontal,cca,0.01730161419193421
sub-39,amplitude,MT,cca,-0.08132355953225567
sub-39,amplitude,STS,cca,-0.10357481649393854
sub-39,amplitude,temporal,cca,0.0791540625959394
sub-39,amplitude,frontal,cca,-0.02923708828452176
sub-39,music,MT,cca,-0.027478359295464317
sub-39,music,STS,cca,0.17178721437928401
sub-39,music,temporal,cca,-0.044857386881322035
sub-39,music,frontal,cca,0.12692069329769665
sub-39,speaking,MT,cca,0.04845231052260155
sub-39,speaking,STS,cca,0.028994685184929203
sub-39,speaking,temporal,cca,0.08462577791559726
sub-39,speaking,frontal,cca,-0.07545962963538103
sub-39,turn taking,MT,cca,-0.043656450879247036
sub-39,turn taking,STS,cca,0.04418815113726897
sub-39,turn taking,temporal,cca,0.0738769711723473
sub-39,turn taking,frontal,cca,0.01813515618006516
sub-39,mentalization,MT,cca,0.02671424652012746
sub-39,mentalization,STS,cca,0.013307777193799808
sub-39,mentalization,temporal,cca,-0.004198455126765066
sub-39,mentalization,frontal,cca,0.02177997071210207
sub-39,written text,MT,cca,0.0336145276407017
sub-39,written text,STS,cca,-0.009148107140163165
sub-39,written text,temporal,cca,-0.022906281436723287
sub-39,written text,frontal,cca,0.0015710689059818205
sub-41,pixel,MT,cca,0.021935095739175937
sub-41,pixel,STS,cca,-0.09204108342017706
sub-41,pixel,temporal,cca,0.0424047922689792
sub-41,pixel,frontal,cca,0.1387749396258846
sub-41,hue,MT,cca,0.04079715417377892
sub-41,hue,STS,cca,-0.03383062947830593
sub-41,hue,temporal,cca,-0.07953866800289103
sub-41,hue,frontal,cca,-0.03156539841503174
sub-41,face,MT,cca,0.05884974635253393
sub-41,face,STS,cca,0.008473402614550585
sub-41,face,temporal,cca,0.0008122297326132566
sub-41,face,frontal,cca,0.08645707601035628
sub-41,number of agents,MT,cca,-0.06932199039686912
sub-41,number of agents,STS,cca,-0.08336989213589092
sub-41,number of agents,temporal,cca,0.007531847000703662
sub-41,number of agents,frontal,cca,-0.017286531329805333
sub-41,social,MT,cca,0.03646918160175701
sub-41,social,STS,cca,0.08725616681798805
sub-41,social,temporal,cca,-0.055078524987354084
sub-41,social,frontal,cca,0.10889504452009531
sub-41,valence,MT,cca,-0.09970954586213347
sub-41,valence,STS,cca,0.02527469650718084
sub-41,valence,temporal,cca,0.07334259083453185
sub-41,valence,frontal,cca,0.16464181625326169
sub-41,arousal,MT,cca,0.08080404674109394
sub-41,arousal,STS,cca,0.08028202366358247
sub-41,arousal,temporal,cca,0.04793700983978346
sub-41,arousal,frontal,cca,0.11556653270239745
sub-41,pitch,MT,cca,-0.013377930677515536
sub-41,pitch,STS,cca,-0.04330641173883516
sub-41,pitch,temporal,cca,0.005407436606552007
sub-41,pitch,frontal,cca,-0.13070793220497495
sub-41,amplitude,MT,cca,0.036813259511936744
sub-41,amplitude,STS,cca,-0.003807401075505834
sub-41,amplitude,temporal,cca,-0.034909683516972836
sub-41,amplitude,frontal,cca,0.08354320435065499
sub-41,music,MT,cca,-0.05372692995975008
sub-41,music,STS,cca,-1.7921676979626434e-05
sub-41,music,temporal,cca,0.04932364226145145
sub-41,music,frontal,cca,0.01485529194535764
sub-41,speaking,MT,cca,-0.05056822662516904
sub-41,speaking,STS,cca,0.026909919261047955
sub-41,speaking,temporal,cca,-0.017461782744057786
sub-41,speaking,frontal,cca,0.06099353346633367
sub-41,turn taking,MT,cca,0.02865071057934567
sub-41,turn taking,STS,cca,0.036460551473988544
sub-41,turn taking,temporal,cca,0.032970322290996036
sub-41,turn taking,frontal,cca,0.06835235447076093
sub-41,mentalization,MT,cca,0.04083978582449108
sub-41,mentalization,STS,cca,0.06276400638822513
sub-41,mentalization,temporal,cca,0.032706370813933974
sub-41,mentalization,frontal,cca,0.055995807631224935
sub-41,written text,MT,cca,0.024159867079502573
sub-41,written text,STS,cca,0.040426710863219605
sub-41,written text,temporal,cca,0.08149145507728398
sub-41,written text,frontal,cca,0.09559123181375292
sub-45,pixel,MT,cca,0.12348336540919772
sub-45,pixel,STS,cca,0.02187834731954219
sub-45,pixel,temporal,cca,0.06071433049777286
sub-45,pixel,frontal,cca,0.021796048080803133
sub-45,hue,MT,cca,0.01673010274243749
sub-45,hue,STS,cca,0.045458534879017874
sub-45,hue,temporal,cca,0.047093444377125905
sub-45,hue,frontal,cca,0.1353632507426062
sub-45,face,MT,cca,0.05549064153654719
sub-45,face,STS,cca,0.021282204494679723
sub-45,face,temporal,cca,-0.07315381090837217
sub-45,face,frontal,cca,0.07175799361298878
sub-45,number of agents,MT,cca,0.018010686016580024
sub-45,number of agents,STS,cca,0.0326363547605379
sub-45,number of agents,temporal,cca,-0.009124744873511826
sub-45,number of agents,frontal,cca,0.07248896550046013
sub-45,social,MT,cca,0.05929499499885997
sub-45,social,STS,cca,0.08393693402301387
sub-45,social,temporal,cca,-0.04651762489802218
sub-45,social,frontal,cca,0.03331233630734513
sub-45,valence,MT,cca,0.08951950043070508
sub-45,valence,STS,cca,0.009373026941235629
sub-45,valence,temporal,cca,-0.03767844116821586
sub-45,valence,frontal,cca,0.1068348268250022
sub-45,arousal,MT,cca,-0.026090254313586025
sub-45,arousal,STS,cca,0.04324705778475506
sub-45,arousal,temporal,cca,-0.016364651206580327
sub-45,arousal,frontal,cca,-0.10420902316437855
sub-45,pitch,MT,cca,0.05833606187616978
sub-45,pitch,STS,cca,-0.04750931879240845
sub-45,pitch,temporal,cca,-0.022679094573451807
sub-45,pitch,frontal,cca,-0.11975871781041592
sub-45,amplitude,MT,cca,-0.11709546208246531
sub-45,amplitude,STS,cca,0.05368577815192739
sub-45,amplitude,temporal,cca,0.018866498815835287
sub-45,amplitude,frontal,cca,-0.14320410621502005
sub-45,music,MT,cca,-0.04759043544911059
sub-45,music,STS,cca,0.0994133280224108
sub-45,music,temporal,cca,0.07688821827218004
sub-45,music,frontal,cca,0.03068049237656347
sub-45,speaking,MT,cca,-0.012762754048305801
sub-45,speaking,STS,cca,0.07948936828414373
sub-45,speaking,temporal,cca,-0.00532834497053658
sub-45,speaking,frontal,cca,-0.07857185069097412
sub-45,turn taking,MT,cca,0.02534385263750616
sub-45,turn taking,STS,cca,0.03282029006552658
sub-45,turn taking,temporal,cca,-0.03804083068192907
sub-45,turn taking,frontal,cca,-0.0710477971904477
sub-45,mentalization,MT,cca,0.06300813967680177
sub-45,mentalization,STS,cca,0.061029045433510246
sub-45,mentalization,temporal,cca,-0.060442847012248245
sub-45,mentalization,frontal,cca,0.016585493645773376
sub-45,written text,MT,cca,0.02098564178251574
sub-45,written text,STS,cca,-0.02291609862651083
sub-45,written text,temporal,cca,0.057455499571447397
sub-45,written text,frontal,cca,-0.02452321816934333
sub-46,pixel,MT,cca,0.13341504868666046
sub-46,pixel,STS,cca,0.0813279625076098
sub-46,pixel,temporal,cca,0.15599550745469073
sub-46,pixel,frontal,cca,0.01909522342592602
sub-46,hue,MT,cca,-0.04280649550327727
sub-46,hue,STS,cca,0.05525657487184192
sub-46,hue,temporal,cca,0.04997841803652427
sub-46,hue,frontal,cca,-0.007410732282504151
sub-46,face,MT,cca,0.04041136102477616
sub-46,face,STS,cca,0.03592502779665496
sub-46,face,temporal,cca,0.07222854582357012
sub-46,face,frontal,cca,0.029014265409582008
sub-46,number of agents,MT,cca,0.015347818447407558
sub-46,number of agents,STS,cca,0.04289949614522155
sub-46,number of agents,temporal,cca,-0.0034310261226955683
sub-46,number of agents,frontal,cca,0.03657385100028894
sub-46,social,MT,cca,0.05932009864627863
sub-46,social,STS,cca,0.09719389920606529
sub-46,social,temporal,cca,-0.035601327401667035
sub-46,social,frontal,cca,-0.06208235161270319
sub-46,valence,MT,cca,0.09659134886928164
sub-46,valence,STS,cca,0.04227813769416562
sub-46,valence,temporal,cca,0.13590177010450422
sub-46,valence,frontal,cca,0.16604316293985533
sub-46,arousal,MT,cca,-0.08216331892035225
sub-46,arousal,STS,cca,0.05434681948294613
sub-46,arousal,temporal,cca,0.03897308300291944
sub-46,arousal,frontal,cca,0.05416457413074664
sub-46,pitch,MT,cca,0.07164512336041592
sub-46,pitch,STS,cca,-0.08110688033906226
sub-46,pitch,temporal,cca,-0.09620042823857455
sub-46,pitch,frontal,cca,0.09219197980398017
sub-46,amplitude,MT,cca,-0.06427229088568458
sub-46,amplitude,STS,cca,0.010589287125641866
sub-46,amplitude,temporal,cca,-0.08314530993031866
sub-46,amplitude,frontal,cca,0.007395458443428438
sub-46,music,MT,cca,-0.03501648979915637
sub-46,music,STS,cca,0.06065374643990433
sub-46,music,temporal,cca,0.0845074805516381
sub-46,music,frontal,cca,-0.08314577750105545
sub-46,speaking,MT,cca,-0.03627730649162027
sub-46,speaking,STS,cca,0.06306458141639729
sub-46,speaking,temporal,cca,-0.041480344691106175
sub-46,speaking,frontal,cca,-0.04149055578147165
sub-46,turn taking,MT,cca,0.02758336272995563
sub-46,turn taking,STS,cca,-0.03555852561149897
sub-46,turn taking,temporal,cca,-0.060037057405823394
sub-46,turn taking,frontal,cca,-0.06473500066593156
sub-46,mentalization,MT,cca,0.05519510519433415
sub-46,mentalization,STS,cca,-0.03085119003846004
sub-46,mentalization,temporal,cca,0.05240158518246851
sub-46,mentalization,frontal,cca,-0.05936118944389397
sub-46,written text,MT,cca,0.03744834847741305
sub-46,written text,STS,cca,-0.017837853606482313
sub-46,written text,temporal,cca,0.015408953795956814
sub-46,written text,frontal,cca,-0.0655326357056657
sub-50,pixel,MT,cca,0.15424434434019815
sub-50,pixel,STS,cca,0.05257998177954808
sub-50,pixel,temporal,cca,0.026370079430016347
sub-50,pixel,frontal,cca,0.04960767559955555
sub-50,hue,MT,cca,0.011254788636559265
sub-50,hue,STS,cca,0.061696708935071155
sub-50,hue,temporal,cca,-0.012586003781077614
sub-50,hue,frontal,cca,-0.005556009319965849
sub-50,face,MT,cca,0.1876027718268575
sub-50,face,STS,cca,-0.002465300542810711
sub-50,face,temporal,cca,0.025571465541654882
sub-50,face,frontal,cca,0.048209237572912886
sub-50,number of agents,MT,cca,-0.03105759103135273
sub-50,number of agents,STS,cca,-0.11657863959858561
sub-50,number of agents,temporal,cca,-0.08709363787069044
sub-50,number of agents,frontal,cca,0.07877660011732453
sub-50,social,MT,cca,0.09448314251369583
sub-50,social,STS,cca,-0.04550290635004446
sub-50,social,temporal,cca,-0.009788435356428437
sub-50,social,frontal,cca,-0.012724420378018197
sub-50,valence,MT,cca,0.16777046773432153
sub-50,valence,STS,cca,0.10005316965667994
sub-50,valence,temporal,cca,0.041316409646514354
sub-50,valence,frontal,cca,0.08708394784270354
sub-50,arousal,MT,cca,0.06440812785761132
sub-50,arousal,STS,cca,-0.12526754868180323
sub-50,arousal,temporal,cca,-0.1197932360972734
sub-50,arousal,frontal,cca,-0.014568257707145382
sub-50,pitch,MT,cca,-0.03129720530621101
sub-50,pitch,STS,cca,0.06675297303173958
sub-50,pitch,temporal,cca,0.003358407843265754
sub-50,pitch,frontal,cca,0.06621840744552303
sub-50,amplitude,MT,cca,0.07957681202548532
sub-50,amplitude,STS,cca,0.01262883387905076
sub-50,amplitude,temporal,cca,0.06983014899853121
sub-50,amplitude,frontal,cca,0.041052431373148714
sub-50,music,MT,cca,-0.06980938925091029
sub-50,music,STS,cca,0.044646845626738554
sub-50,music,temporal,cca,0.0745653178108169
sub-50,music,frontal,cca,-0.026679224205925434
sub-50,speaking,MT,cca,0.08835463525753207
sub-50,speaking,STS,cca,-0.058088260521482436
sub-50,speaking,temporal,cca,-0.06547626676550808
sub-50,speaking,frontal,cca,-0.017977098923020816
sub-50,turn taking,MT,cca,0.09029479890886254
sub-50,turn taking,STS,cca,0.027390688246538543
sub-50,turn taking,temporal,cca,0.06079175325601893
sub-50,turn taking,frontal,cca,0.040571554850878086
sub-50,mentalization,MT,cca,0.10422660703248607
sub-50,mentalization,STS,cca,0.026186544938966726
sub-50,mentalization,temporal,cca,0.010164732718357983
sub-50,mentalization,frontal,cca,-0.0323380283375597
sub-50,written text,MT,cca,0.04769541947645743
sub-50,written text,STS,cca,-0.00810762807786507
sub-50,written text,temporal,cca,-0.04374397256200058
sub-50,written text,frontal,cca,-0.009183807785236243
sub-51,pixel,MT,cca,0.05792944770653437
sub-51,pixel,STS,cca,0.05792944770653437
sub-51,pixel,temporal,cca,0.05792944770653437
sub-51,pixel,frontal,cca,0.05792944770653437
sub-51,hue,MT,cca,0.09939368517810912
sub-51,hue,STS,cca,0.09939368517810912
sub-51,hue,temporal,cca,0.09939368517810912
sub-51,hue,frontal,cca,0.09939368517810912
sub-51,face,MT,cca,0.058366101577956006
sub-51,face,STS,cca,0.058366101577956006
sub-51,face,temporal,cca,0.058366101577956006
sub-51,face,frontal,cca,0.058366101577956006
sub-51,number of agents,MT,cca,-0.08042822167701805
sub-51,number of agents,STS,cca,-0.08042822167701805
sub-51,number of agents,temporal,cca,-0.08042822167701805
sub-51,number of agents,frontal,cca,-0.08042822167701805
sub-51,social,MT,cca,-0.11121546423180144
sub-51,social,STS,cca,-0.11121546423180144
sub-51,social,temporal,cca,-0.11121546423180144
sub-51,social,frontal,cca,-0.11121546423180144
sub-51,valence,MT,cca,0.079521069267915
sub-51,valence,STS,cca,0.079521069267915
sub-51,valence,temporal,cca,0.079521069267915
sub-51,valence,frontal,cca,0.079521069267915
sub-51,arousal,MT,cca,0.054556395131282055
sub-51,arousal,STS,cca,0.054556395131282055
sub-51,arousal,temporal,cca,0.054556395131282055
sub-51,arousal,frontal,cca,0.054556395131282055
sub-51,pitch,MT,cca,0.04364506265523884
sub-51,pitch,STS,cca,0.04364506265523884
sub-51,pitch,temporal,cca,0.04364506265523884
sub-51,pitch,frontal,cca,0.04364506265523884
sub-51,amplitude,MT,cca,-0.025289140999398208
sub-51,amplitude,STS,cca,-0.025289140999398208
sub-51,amplitude,temporal,cca,-0.025289140999398208
sub-51,amplitude,frontal,cca,-0.025289140999398208
sub-51,music,MT,cca,0.08090269653191817
sub-51,music,STS,cca,0.08090269653191817
sub-51,music,temporal,cca,0.08090269653191817
sub-51,music,frontal,cca,0.08090269653191817
sub-51,speaking,MT,cca,-0.0618854599426069
sub-51,speaking,STS,cca,-0.0618854599426069
sub-51,speaking,temporal,cca,-0.0618854599426069
sub-51,speaking,frontal,cca,-0.0618854599426069
sub-51,turn taking,MT,cca,0.04777684014066348
sub-51,turn taking,STS,cca,0.04777684014066348
sub-51,turn taking,temporal,cca,0.04777684014066348
sub-51,turn taking,frontal,cca,0.04777684014066348
sub-51,mentalization,MT,cca,0.020868467707843785
sub-51,mentalization,STS,cca,0.020868467707843785
sub-51,mentalization,temporal,cca,0.020868467707843785
sub-51,mentalization,frontal,cca,0.020868467707843785
