subject,feature,region,hemi,method,c_x,c_y,n_units_tuned
sub-41,written_text,frontal,,cca,1.0,0.01,2
sub-45,pixel,MT,,cca,1.0,0.0031622776601683794,2
sub-45,pixel,STS,,cca,1.0,0.03162277660168379,2
sub-45,pixel,temporal,,cca,1e-05,0.01,2
sub-45,pixel,frontal,,cca,1e-05,0.001,2
sub-45,hue,MT,,cca,1e-05,0.0031622776601683794,2
sub-45,hue,STS,,cca,1.0,0.0031622776601683794,2
sub-45,hue,temporal,,cca,1e-05,0.31622776601683794,2
sub-45,hue,frontal,,cca,1.0,1.0,2
sub-45,face,MT,,cca,1.0,0.03162277660168379,2
sub-45,face,STS,,cca,1e-05,0.00031622776601683794,2
sub-45,face,temporal,,cca,1.0,0.31622776601683794,2
sub-45,face,frontal,,cca,1.0,0.001,2
sub-45,num_agents,MT,,cca,1.0,1.0,2
sub-45,num_agents,STS,,cca,1e-05,0.31622776601683794,2
sub-45,num_agents,temporal,,cca,1.0,1.0,2
sub-45,num_agents,frontal,,cca,1.0,1.0,2
sub-45,social,MT,,cca,1.0,1.0,2
sub-45,social,STS,,cca,1.0,0.0031622776601683794,2
sub-45,social,temporal,,cca,1.0,0.03162277660168379,2
sub-45,social,frontal,,cca,1e-05,1.0,2
sub-45,valence,MT,,cca,1e-05,1e-05,2
sub-45,valence,STS,,cca,1e-05,0.001,2
sub-45,valence,temporal,,cca,1.0,1.0,2
sub-45,valence,frontal,,cca,1e-05,0.001,2
sub-45,arousal,MT,,cca,1.0,3.1622776601683795e-05,2
sub-45,arousal,STS,,cca,1.0,3.1622776601683795e-05,2
sub-45,arousal,temporal,,cca,1e-05,1e-05,2
sub-45,arousal,frontal,,cca,1e-05,1e-05,2
sub-45,pitch,MT,,cca,1.0,0.03162277660168379,2
sub-45,pitch,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-45,pitch,temporal,,cca,1e-05,3.1622776601683795e-05,2
sub-45,pitch,frontal,,cca,1e-05,0.00031622776601683794,2
sub-45,amplitude,MT,,cca,1e-05,1e-05,2
sub-45,amplitude,STS,,cca,1.0,0.00031622776601683794,2
sub-45,amplitude,temporal,,cca,1.0,1.0,2
sub-45,amplitude,frontal,,cca,1.0,0.31622776601683794,2
sub-45,music,MT,,cca,1e-05,0.03162277660168379,2
sub-45,music,STS,,cca,1.0,0.00031622776601683794,2
sub-45,music,temporal,,cca,1.0,1e-05,2
sub-45,music,frontal,,cca,1e-05,0.03162277660168379,2
sub-45,speaking,MT,,cca,1.0,0.1,2
sub-45,speaking,STS,,cca,1.0,0.01,2
sub-45,speaking,temporal,,cca,1e-05,3.1622776601683795e-05,2
sub-45,speaking,frontal,,cca,1.0,0.00031622776601683794,2
sub-45,turn_taking,MT,,cca,1.0,0.0001,2
sub-45,turn_taking,STS,,cca,1.0,0.0031622776601683794,2
sub-45,turn_taking,temporal,,cca,1e-05,0.0031622776601683794,2
sub-45,turn_taking,frontal,,cca,1e-05,0.03162277660168379,2
sub-45,mentalization,MT,,cca,1.0,1.0,2
sub-45,mentalization,STS,,cca,1e-05,0.1,2
sub-45,mentalization,temporal,,cca,1e-05,0.01,2
sub-45,mentalization,frontal,,cca,1e-05,0.1,2
sub-45,written_text,MT,,cca,1.0,0.001,2
sub-45,written_text,STS,,cca,1.0,0.0001,2
sub-45,written_text,temporal,,cca,1.0,0.0001,2
sub-45,written_text,frontal,,cca,1e-05,0.03162277660168379,2
sub-46,pixel,MT,,cca,0.01,0.01,1
sub-46,pixel,STS,,cca,1e-05,0.31622776601683794,2
sub-46,pixel,temporal,,cca,1e-05,1.0,2
sub-46,pixel,frontal,,cca,1.0,1.0,2
sub-46,hue,MT,,cca,0.01,0.01,1
sub-46,hue,STS,,cca,0.03162277660168379,0.001,2
sub-46,hue,temporal,,cca,1e-05,0.00031622776601683794,2
sub-46,hue,frontal,,cca,1.0,0.00031622776601683794,2
sub-46,face,MT,,cca,0.01,0.03162277660168379,1
sub-46,face,STS,,cca,1.0,0.03162277660168379,2
sub-46,face,temporal,,cca,1e-05,0.01,2
sub-46,face,frontal,,cca,1.0,0.0031622776601683794,2
sub-46,num_agents,MT,,cca,1e-05,0.0001,1
sub-46,num_agents,STS,,cca,1.0,0.0001,2
sub-46,num_agents,temporal,,cca,1.0,0.31622776601683794,2
sub-46,num_agents,frontal,,cca,1e-05,0.0001,2
sub-46,social,MT,,cca,0.0031622776601683794,0.31622776601683794,1
sub-46,social,STS,,cca,1.0,0.001,2
sub-46,social,temporal,,cca,1e-05,0.31622776601683794,2
sub-46,social,frontal,,cca,1e-05,0.1,2
sub-46,valence,MT,,cca,0.01,0.31622776601683794,1
sub-46,valence,STS,,cca,1.0,0.001,2
sub-46,valence,temporal,,cca,0.31622776601683794,0.0031622776601683794,2
sub-46,valence,frontal,,cca,1.0,0.03162277660168379,2
sub-46,arousal,MT,,cca,0.00031622776601683794,0.1,1
sub-46,arousal,STS,,cca,1.0,0.03162277660168379,2
sub-46,arousal,temporal,,cca,1.0,1e-05,2
sub-46,arousal,frontal,,cca,1e-05,1.0,2
sub-46,pitch,MT,,cca,0.01,0.03162277660168379,1
sub-46,pitch,STS,,cca,1e-05,0.00031622776601683794,2
sub-46,pitch,temporal,,cca,1.0,0.00031622776601683794,2
sub-46,pitch,frontal,,cca,1e-05,0.00031622776601683794,2
sub-46,amplitude,MT,,cca,0.01,0.31622776601683794,1
sub-46,amplitude,STS,,cca,1.0,0.00031622776601683794,2
sub-46,amplitude,temporal,,cca,1.0,1.0,2
sub-46,amplitude,frontal,,cca,1.0,0.001,2
sub-46,music,MT,,cca,0.1,0.0031622776601683794,1
sub-46,music,STS,,cca,0.03162277660168379,0.00031622776601683794,2
sub-46,music,temporal,,cca,1.0,0.0001,2
sub-46,music,frontal,,cca,1e-05,0.0001,2
sub-46,speaking,MT,,cca,0.0001,0.0001,1
sub-46,speaking,STS,,cca,1.0,0.00031622776601683794,2
sub-46,speaking,temporal,,cca,1.0,0.001,2
sub-46,speaking,frontal,,cca,1e-05,0.0031622776601683794,2
sub-46,turn_taking,MT,,cca,1e-05,1.0,1
sub-46,turn_taking,STS,,cca,1.0,0.03162277660168379,2
sub-46,turn_taking,temporal,,cca,1e-05,0.1,2
sub-46,turn_taking,frontal,,cca,1.0,0.1,2
sub-46,mentalization,MT,,cca,0.01,0.0001,1
sub-46,mentalization,STS,,cca,0.31622776601683794,1.0,2
sub-46,mentalization,temporal,,cca,1e-05,3.1622776601683795e-05,2
sub-46,mentalization,frontal,,cca,1.0,0.0001,2
sub-46,written_text,MT,,cca,0.01,1e-05,1
sub-46,written_text,STS,,cca,1e-05,0.0001,2
sub-46,written_text,temporal,,cca,1.0,0.1,2
sub-46,written_text,frontal,,cca,1e-05,1.0,2
sub-50,pixel,MT,,cca,1e-05,1.0,2
sub-50,pixel,STS,,cca,1.0,0.03162277660168379,2
sub-50,pixel,temporal,,cca,1e-05,0.1,2
sub-50,pixel,frontal,,cca,1.0,0.001,2
sub-50,hue,MT,,cca,1e-05,0.00031622776601683794,2
sub-50,hue,STS,,cca,1e-05,0.31622776601683794,2
sub-50,hue,temporal,,cca,1.0,3.1622776601683795e-05,2
sub-50,hue,frontal,,cca,1.0,0.0031622776601683794,2
sub-50,face,MT,,cca,1.0,0.01,2
sub-50,face,STS,,cca,1e-05,0.0001,2
sub-50,face,temporal,,cca,1e-05,0.001,2
sub-50,face,frontal,,cca,1e-05,0.1,2
sub-50,num_agents,MT,,cca,1.0,0.001,2
sub-50,num_agents,STS,,cca,1e-05,0.01,2
sub-50,num_agents,temporal,,cca,1e-05,0.03162277660168379,2
sub-50,num_agents,frontal,,cca,1.0,0.03162277660168379,2
sub-50,social,MT,,cca,1.0,0.00031622776601683794,2
sub-50,social,STS,,cca,1.0,3.1622776601683795e-05,2
sub-50,social,temporal,,cca,1.0,0.0031622776601683794,2
sub-50,social,frontal,,cca,1.0,1e-05,2
sub-50,valence,MT,,cca,1.0,0.00031622776601683794,2
sub-50,valence,STS,,cca,1.0,0.03162277660168379,2
sub-50,valence,temporal,,cca,1e-05,0.001,2
sub-50,valence,frontal,,cca,1e-05,0.1,2
sub-50,arousal,MT,,cca,1.0,3.1622776601683795e-05,2
sub-50,arousal,STS,,cca,1e-05,1e-05,2
sub-50,arousal,temporal,,cca,1e-05,0.1,2
sub-50,arousal,frontal,,cca,1e-05,0.1,2
sub-50,pitch,MT,,cca,1e-05,0.01,2
sub-50,pitch,STS,,cca,1.0,0.00031622776601683794,2
sub-50,pitch,temporal,,cca,1.0,0.001,2
sub-50,pitch,frontal,,cca,1e-05,0.0001,2
sub-50,amplitude,MT,,cca,1.0,0.00031622776601683794,2
sub-50,amplitude,STS,,cca,1e-05,1e-05,2
sub-50,amplitude,temporal,,cca,1e-05,0.1,2
sub-50,amplitude,frontal,,cca,1.0,1e-05,2
sub-50,music,MT,,cca,1e-05,0.0031622776601683794,2
sub-50,music,STS,,cca,1.0,0.03162277660168379,2
sub-50,music,temporal,,cca,1e-05,0.001,2
sub-50,music,frontal,,cca,1.0,0.00031622776601683794,2
sub-50,speaking,MT,,cca,1.0,1e-05,2
sub-50,speaking,STS,,cca,1.0,1.0,2
sub-50,speaking,temporal,,cca,1e-05,0.00031622776601683794,2
sub-50,speaking,frontal,,cca,1.0,0.001,2
sub-50,turn_taking,MT,,cca,1.0,0.03162277660168379,2
sub-50,turn_taking,STS,,cca,1e-05,0.31622776601683794,2
sub-50,turn_taking,temporal,,cca,0.31622776601683794,0.001,2
sub-50,turn_taking,frontal,,cca,1e-05,0.1,2
sub-50,mentalization,MT,,cca,1.0,1e-05,2
sub-50,mentalization,STS,,cca,1e-05,0.01,2
sub-50,mentalization,temporal,,cca,1e-05,1.0,2
sub-50,mentalization,frontal,,cca,1.0,0.0031622776601683794,2
sub-50,written_text,MT,,cca,1e-05,0.03162277660168379,2
sub-50,written_text,STS,,cca,1.0,0.001,2
sub-50,written_text,temporal,,cca,1.0,3.1622776601683795e-05,2
sub-50,written_text,frontal,,cca,1e-05,0.0001,2
sub-51,pixel,MT,,cca,0.001,0.01,1
sub-51,pixel,STS,,cca,0.001,0.01,1
sub-51,pixel,temporal,,cca,0.001,0.01,1
sub-51,pixel,frontal,,cca,0.001,0.01,1
sub-51,hue,MT,,cca,0.001,3.1622776601683795e-05,1
sub-51,hue,STS,,cca,0.001,3.1622776601683795e-05,1
sub-51,hue,temporal,,cca,0.001,3.1622776601683795e-05,1
sub-51,hue,frontal,,cca,0.001,3.1622776601683795e-05,1
sub-51,face,MT,,cca,1.0,0.03162277660168379,1
sub-51,face,STS,,cca,1.0,0.03162277660168379,1
sub-51,face,temporal,,cca,1.0,0.03162277660168379,1
sub-51,face,frontal,,cca,1.0,0.03162277660168379,1
sub-51,num_agents,MT,,cca,0.001,1e-05,1
sub-51,num_agents,STS,,cca,0.001,1e-05,1
sub-51,num_agents,temporal,,cca,0.001,1e-05,1
sub-51,num_agents,frontal,,cca,0.001,1e-05,1
sub-51,social,MT,,cca,0.001,0.0001,1
sub-51,social,STS,,cca,0.001,0.0001,1
sub-51,social,temporal,,cca,0.001,0.0001,1
sub-51,social,frontal,,cca,0.001,0.0001,1
sub-51,valence,MT,,cca,0.001,1.0,1
sub-51,valence,STS,,cca,0.001,1.0,1
sub-51,valence,temporal,,cca,0.001,1.0,1
sub-51,valence,frontal,,cca,0.001,1.0,1
sub-51,arousal,MT,,cca,0.001,0.0031622776601683794,1
sub-51,arousal,STS,,cca,0.001,0.0031622776601683794,1
sub-51,arousal,temporal,,cca,0.001,0.0031622776601683794,1
sub-51,arousal,frontal,,cca,0.001,0.0031622776601683794,1
sub-51,pitch,MT,,cca,0.001,0.00031622776601683794,1
sub-51,pitch,STS,,cca,0.001,0.00031622776601683794,1
sub-51,pitch,temporal,,cca,0.001,0.00031622776601683794,1
sub-51,pitch,frontal,,cca,0.001,0.00031622776601683794,1
sub-51,amplitude,MT,,cca,0.001,0.00031622776601683794,1
sub-51,amplitude,STS,,cca,0.001,0.00031622776601683794,1
sub-51,amplitude,temporal,,cca,0.001,0.00031622776601683794,1
sub-51,amplitude,frontal,,cca,0.001,0.00031622776601683794,1
sub-51,music,MT,,cca,0.00031622776601683794,0.00031622776601683794,1
sub-51,music,STS,,cca,0.00031622776601683794,0.00031622776601683794,1
sub-51,music,temporal,,cca,0.00031622776601683794,0.00031622776601683794,1
sub-51,music,frontal,,cca,0.00031622776601683794,0.00031622776601683794,1
sub-51,speaking,MT,,cca,0.001,0.1,1
sub-51,speaking,STS,,cca,0.001,0.1,1
sub-51,speaking,temporal,,cca,0.001,0.1,1
sub-51,speaking,frontal,,cca,0.001,0.1,1
sub-51,turn_taking,MT,,cca,0.001,0.03162277660168379,1
sub-51,turn_taking,STS,,cca,0.001,0.03162277660168379,1
sub-51,turn_taking,temporal,,cca,0.001,0.03162277660168379,1
sub-51,turn_taking,frontal,,cca,0.001,0.03162277660168379,1
sub-51,mentalization,MT,,cca,0.001,1e-05,1
sub-51,mentalization,STS,,cca,0.001,1e-05,1
sub-51,mentalization,temporal,,cca,0.001,1e-05,1
sub-51,mentalization,frontal,,cca,0.001,1e-05,1
sub-51,written_text,MT,,cca,0.03162277660168379,0.31622776601683794,1
sub-51,written_text,STS,,cca,0.03162277660168379,0.31622776601683794,1
sub-51,written_text,temporal,,cca,0.03162277660168379,0.31622776601683794,1
sub-51,written_text,frontal,,cca,0.03162277660168379,0.31622776601683794,1
sub-53,pixel,MT,,cca,0.31622776601683794,0.31622776601683794,2
sub-53,pixel,STS,,cca,1e-05,0.01,2
sub-53,pixel,temporal,,cca,0.1,0.001,2
sub-53,pixel,frontal,,cca,0.31622776601683794,0.0001,2
sub-53,hue,MT,,cca,1.0,0.001,2
sub-53,hue,STS,,cca,1e-05,0.1,2
sub-53,hue,temporal,,cca,1.0,1.0,2
sub-53,hue,frontal,,cca,1.0,0.0001,2
sub-53,face,MT,,cca,1.0,0.03162277660168379,2
sub-53,face,STS,,cca,1.0,0.03162277660168379,2
sub-53,face,temporal,,cca,1e-05,0.1,2
sub-53,face,frontal,,cca,1.0,0.03162277660168379,2
sub-53,num_agents,MT,,cca,1e-05,0.01,2
sub-53,num_agents,STS,,cca,1.0,0.0031622776601683794,2
sub-53,num_agents,temporal,,cca,1e-05,0.03162277660168379,2
sub-53,num_agents,frontal,,cca,1e-05,1e-05,2
sub-53,social,MT,,cca,1.0,3.1622776601683795e-05,2
sub-53,social,STS,,cca,1.0,1e-05,2
sub-53,social,temporal,,cca,1.0,0.0031622776601683794,2
sub-53,social,frontal,,cca,1e-05,0.1,2
sub-53,valence,MT,,cca,1.0,0.03162277660168379,2
sub-53,valence,STS,,cca,1e-05,0.01,2
sub-53,valence,temporal,,cca,1.0,1.0,2
sub-53,valence,frontal,,cca,1.0,1.0,2
sub-53,arousal,MT,,cca,1.0,3.1622776601683795e-05,2
sub-53,arousal,STS,,cca,1.0,0.01,2
sub-53,arousal,temporal,,cca,1e-05,0.03162277660168379,2
sub-53,arousal,frontal,,cca,1.0,3.1622776601683795e-05,2
sub-53,pitch,MT,,cca,1e-05,1e-05,2
sub-53,pitch,STS,,cca,1e-05,0.001,2
sub-53,pitch,temporal,,cca,1e-05,0.1,2
sub-53,pitch,frontal,,cca,1.0,0.0031622776601683794,2
sub-53,amplitude,MT,,cca,1.0,0.001,2
sub-53,amplitude,STS,,cca,1.0,0.00031622776601683794,2
sub-53,amplitude,temporal,,cca,1e-05,0.0031622776601683794,2
sub-53,amplitude,frontal,,cca,1.0,0.001,2
sub-53,music,MT,,cca,1.0,3.1622776601683795e-05,2
sub-53,music,STS,,cca,1.0,1e-05,2
sub-53,music,temporal,,cca,1.0,1.0,2
sub-53,music,frontal,,cca,1.0,0.01,2
sub-53,speaking,MT,,cca,1e-05,0.31622776601683794,2
sub-53,speaking,STS,,cca,1.0,0.00031622776601683794,2
sub-53,speaking,temporal,,cca,1e-05,1.0,2
sub-53,speaking,frontal,,cca,1.0,0.00031622776601683794,2
sub-53,turn_taking,MT,,cca,1.0,0.31622776601683794,2
sub-53,turn_taking,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-53,turn_taking,temporal,,cca,1.0,1.0,2
sub-53,turn_taking,frontal,,cca,1.0,0.0001,2
sub-53,mentalization,MT,,cca,1.0,0.1,2
sub-53,mentalization,STS,,cca,1e-05,0.0001,2
sub-53,mentalization,temporal,,cca,1e-05,0.00031622776601683794,2
sub-53,mentalization,frontal,,cca,0.31622776601683794,1e-05,2
sub-53,written_text,MT,,cca,1e-05,0.0001,2
sub-53,written_text,STS,,cca,1.0,0.00031622776601683794,2
sub-53,written_text,temporal,,cca,0.31622776601683794,0.03162277660168379,2
sub-53,written_text,frontal,,cca,1e-05,3.1622776601683795e-05,2
sub-54,pixel,MT,,cca,1.0,0.0031622776601683794,2
sub-54,pixel,STS,,cca,1.0,0.03162277660168379,2
sub-54,pixel,temporal,,cca,1e-05,0.01,2
sub-54,pixel,frontal,,cca,1.0,0.03162277660168379,2
sub-54,hue,MT,,cca,1e-05,0.0031622776601683794,2
sub-54,hue,STS,,cca,1e-05,0.1,2
sub-54,hue,temporal,,cca,1e-05,0.31622776601683794,2
sub-54,hue,frontal,,cca,0.31622776601683794,0.0001,2
sub-54,face,MT,,cca,1.0,0.03162277660168379,2
sub-54,face,STS,,cca,1.0,0.03162277660168379,2
sub-54,face,temporal,,cca,1e-05,0.0001,2
sub-54,face,frontal,,cca,1e-05,1.0,2
sub-54,num_agents,MT,,cca,1.0,1.0,2
sub-54,num_agents,STS,,cca,1.0,1e-05,2
sub-54,num_agents,temporal,,cca,1.0,1.0,2
sub-54,num_agents,frontal,,cca,1.0,1.0,2
sub-54,social,MT,,cca,1.0,1.0,2
sub-54,social,STS,,cca,1.0,0.31622776601683794,2
sub-54,social,temporal,,cca,1e-05,0.00031622776601683794,2
sub-54,social,frontal,,cca,1e-05,1e-05,2
sub-54,valence,MT,,cca,1e-05,1e-05,2
sub-54,valence,STS,,cca,1.0,1.0,2
sub-54,valence,temporal,,cca,1e-05,3.1622776601683795e-05,2
sub-54,valence,frontal,,cca,1.0,0.03162277660168379,2
sub-54,arousal,MT,,cca,1.0,3.1622776601683795e-05,2
sub-54,arousal,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-54,arousal,temporal,,cca,1e-05,1e-05,2
sub-54,arousal,frontal,,cca,1e-05,0.03162277660168379,2
sub-54,pitch,MT,,cca,1.0,0.03162277660168379,2
sub-54,pitch,STS,,cca,1e-05,0.31622776601683794,2
sub-54,pitch,temporal,,cca,1.0,0.0001,2
sub-54,pitch,frontal,,cca,1e-05,0.0031622776601683794,2
sub-54,amplitude,MT,,cca,1e-05,1e-05,2
sub-54,amplitude,STS,,cca,1.0,0.1,2
sub-54,amplitude,temporal,,cca,1e-05,3.1622776601683795e-05,2
sub-54,amplitude,frontal,,cca,1.0,0.01,2
sub-54,music,MT,,cca,1e-05,0.03162277660168379,2
sub-54,music,STS,,cca,0.03162277660168379,1.0,2
sub-54,music,temporal,,cca,1e-05,0.0001,2
sub-54,music,frontal,,cca,1.0,0.0001,2
sub-54,speaking,MT,,cca,1.0,0.1,2
sub-54,speaking,STS,,cca,1.0,0.01,2
sub-54,speaking,temporal,,cca,1e-05,0.001,2
sub-54,speaking,frontal,,cca,1.0,0.01,2
sub-54,turn_taking,MT,,cca,1.0,0.0001,2
sub-54,turn_taking,STS,,cca,1.0,0.03162277660168379,2
sub-54,turn_taking,temporal,,cca,1.0,0.03162277660168379,2
sub-54,turn_taking,frontal,,cca,1.0,0.03162277660168379,2
sub-54,mentalization,MT,,cca,1.0,1.0,2
sub-54,mentalization,STS,,cca,1e-05,0.00031622776601683794,2
sub-54,mentalization,temporal,,cca,1.0,0.03162277660168379,2
sub-54,mentalization,frontal,,cca,1e-05,0.0001,2
sub-54,written_text,MT,,cca,1.0,0.001,2
sub-54,written_text,STS,,cca,1e-05,0.01,2
sub-54,written_text,temporal,,cca,1e-05,1.0,2
sub-54,written_text,frontal,,cca,1e-05,0.31622776601683794,2
sub-55,pixel,MT,,cca,0.01,0.1,2
sub-55,pixel,STS,,cca,1.0,0.31622776601683794,2
sub-55,pixel,temporal,,cca,1e-05,0.1,2
sub-55,pixel,frontal,,cca,1e-05,0.0001,2
sub-55,hue,MT,,cca,1e-05,0.0001,2
sub-55,hue,STS,,cca,1.0,0.00031622776601683794,2
sub-55,hue,temporal,,cca,1e-05,0.0001,2
sub-55,hue,frontal,,cca,1e-05,3.1622776601683795e-05,2
sub-55,face,MT,,cca,1e-05,0.1,2
sub-55,face,STS,,cca,1.0,0.01,2
sub-55,face,temporal,,cca,1.0,0.00031622776601683794,2
sub-55,face,frontal,,cca,1.0,0.03162277660168379,2
sub-55,num_agents,MT,,cca,1.0,1.0,2
sub-55,num_agents,STS,,cca,1e-05,0.03162277660168379,2
sub-55,num_agents,temporal,,cca,1e-05,0.1,2
sub-55,num_agents,frontal,,cca,1e-05,1e-05,2
sub-55,social,MT,,cca,1.0,3.1622776601683795e-05,2
sub-55,social,STS,,cca,1.0,1.0,2
sub-55,social,temporal,,cca,1.0,0.001,2
sub-55,social,frontal,,cca,1e-05,3.1622776601683795e-05,2
sub-55,valence,MT,,cca,1.0,0.00031622776601683794,2
sub-55,valence,STS,,cca,0.1,1.0,2
sub-55,valence,temporal,,cca,1.0,0.00031622776601683794,2
sub-55,valence,frontal,,cca,1.0,0.001,2
sub-55,arousal,MT,,cca,1.0,3.1622776601683795e-05,2
sub-55,arousal,STS,,cca,1e-05,0.03162277660168379,2
sub-55,arousal,temporal,,cca,1.0,0.31622776601683794,2
sub-55,arousal,frontal,,cca,1e-05,0.0031622776601683794,2
sub-55,pitch,MT,,cca,1e-05,0.03162277660168379,2
sub-55,pitch,STS,,cca,1e-05,0.0001,2
sub-55,pitch,temporal,,cca,1.0,1e-05,2
sub-55,pitch,frontal,,cca,1e-05,3.1622776601683795e-05,2
sub-55,amplitude,MT,,cca,1e-05,0.0031622776601683794,2
sub-55,amplitude,STS,,cca,1e-05,0.01,2
sub-55,amplitude,temporal,,cca,1.0,0.00031622776601683794,2
sub-55,amplitude,frontal,,cca,1.0,0.00031622776601683794,2
sub-55,music,MT,,cca,1e-05,1.0,2
sub-55,music,STS,,cca,1.0,0.0031622776601683794,2
sub-55,music,temporal,,cca,0.31622776601683794,0.01,2
sub-55,music,frontal,,cca,1.0,0.00031622776601683794,2
sub-55,speaking,MT,,cca,1.0,1e-05,2
sub-55,speaking,STS,,cca,1.0,1.0,2
sub-55,speaking,temporal,,cca,1.0,3.1622776601683795e-05,2
sub-55,speaking,frontal,,cca,1e-05,0.0031622776601683794,2
sub-55,turn_taking,MT,,cca,0.03162277660168379,0.03162277660168379,2
sub-55,turn_taking,STS,,cca,1e-05,1.0,2
sub-55,turn_taking,temporal,,cca,1.0,0.03162277660168379,2
sub-55,turn_taking,frontal,,cca,1.0,0.03162277660168379,2
sub-55,mentalization,MT,,cca,1.0,0.03162277660168379,2
sub-55,mentalization,STS,,cca,1e-05,1e-05,2
sub-55,mentalization,temporal,,cca,1.0,0.001,2
sub-55,mentalization,frontal,,cca,1e-05,0.001,2
sub-55,written_text,MT,,cca,1.0,0.1,2
sub-55,written_text,STS,,cca,1.0,0.001,2
sub-55,written_text,temporal,,cca,1.0,0.001,2
sub-55,written_text,frontal,,cca,1e-05,1e-05,2
sub-56,pixel,MT,,cca,1.0,0.0001,2
sub-56,pixel,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-56,pixel,temporal,,cca,1.0,0.0001,2
sub-56,pixel,frontal,,cca,1e-05,0.03162277660168379,2
sub-56,hue,MT,,cca,1.0,1.0,2
sub-56,hue,STS,,cca,1e-05,0.001,2
sub-56,hue,temporal,,cca,1.0,0.0031622776601683794,2
sub-56,hue,frontal,,cca,1.0,0.03162277660168379,2
sub-56,face,MT,,cca,1.0,1.0,2
sub-56,face,STS,,cca,1e-05,0.001,2
sub-56,face,temporal,,cca,1.0,3.1622776601683795e-05,2
sub-56,face,frontal,,cca,1.0,0.00031622776601683794,2
sub-56,num_agents,MT,,cca,1e-05,0.0001,2
sub-56,num_agents,STS,,cca,1e-05,0.00031622776601683794,2
sub-56,num_agents,temporal,,cca,1e-05,3.1622776601683795e-05,2
sub-56,num_agents,frontal,,cca,1.0,0.0031622776601683794,2
sub-56,social,MT,,cca,1.0,0.0031622776601683794,2
sub-56,social,STS,,cca,1e-05,0.001,2
sub-56,social,temporal,,cca,1.0,0.31622776601683794,2
sub-56,social,frontal,,cca,1e-05,0.0031622776601683794,2
sub-56,valence,MT,,cca,1e-05,0.00031622776601683794,2
sub-56,valence,STS,,cca,1e-05,0.31622776601683794,2
sub-56,valence,temporal,,cca,1.0,0.03162277660168379,2
sub-56,valence,frontal,,cca,1.0,0.03162277660168379,2
sub-56,arousal,MT,,cca,1e-05,3.1622776601683795e-05,2
sub-56,arousal,STS,,cca,1.0,0.31622776601683794,2
sub-56,arousal,temporal,,cca,1e-05,0.0001,2
sub-56,arousal,frontal,,cca,1.0,3.1622776601683795e-05,2
sub-56,pitch,MT,,cca,0.31622776601683794,0.1,2
sub-56,pitch,STS,,cca,1e-05,0.1,2
sub-56,pitch,temporal,,cca,1.0,0.0031622776601683794,2
sub-56,pitch,frontal,,cca,1.0,0.0031622776601683794,2
sub-56,amplitude,MT,,cca,1.0,0.00031622776601683794,2
sub-56,amplitude,STS,,cca,1.0,0.0001,2
sub-56,amplitude,temporal,,cca,1.0,0.00031622776601683794,2
sub-56,amplitude,frontal,,cca,1e-05,0.0001,2
sub-56,music,MT,,cca,1.0,0.0001,2
sub-56,music,STS,,cca,1.0,0.0001,2
sub-56,music,temporal,,cca,1e-05,0.1,2
sub-56,music,frontal,,cca,1.0,0.01,2
sub-56,speaking,MT,,cca,1.0,0.00031622776601683794,2
sub-56,speaking,STS,,cca,1e-05,0.0001,2
sub-56,speaking,temporal,,cca,1.0,1.0,2
sub-56,speaking,frontal,,cca,1e-05,0.00031622776601683794,2
sub-56,turn_taking,MT,,cca,1e-05,0.00031622776601683794,2
sub-56,turn_taking,STS,,cca,1e-05,1.0,2
sub-56,turn_taking,temporal,,cca,1.0,1.0,2
sub-56,turn_taking,frontal,,cca,1e-05,0.1,2
sub-56,mentalization,MT,,cca,1.0,1e-05,2
sub-56,mentalization,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-56,mentalization,temporal,,cca,1e-05,0.001,2
sub-56,mentalization,frontal,,cca,1e-05,0.03162277660168379,2
sub-56,written_text,MT,,cca,1.0,0.001,2
sub-56,written_text,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-56,written_text,temporal,,cca,1e-05,1e-05,2
sub-56,written_text,frontal,,cca,1.0,0.001,2
sub-57,pixel,MT,,cca,1.0,0.001,2
sub-57,pixel,STS,,cca,1e-05,0.1,2
sub-57,pixel,temporal,,cca,1.0,1.0,2
sub-57,pixel,frontal,,cca,1e-05,0.01,2
sub-57,hue,MT,,cca,1.0,0.00031622776601683794,2
sub-57,hue,STS,,cca,1.0,3.1622776601683795e-05,2
sub-57,hue,temporal,,cca,1e-05,0.0031622776601683794,2
sub-57,hue,frontal,,cca,1.0,1.0,2
sub-57,face,MT,,cca,1e-05,1e-05,2
sub-57,face,STS,,cca,1e-05,0.0031622776601683794,2
sub-57,face,temporal,,cca,1e-05,0.1,2
sub-57,face,frontal,,cca,1e-05,0.001,2
sub-57,num_agents,MT,,cca,1e-05,0.1,2
sub-57,num_agents,STS,,cca,1.0,0.0001,2
sub-57,num_agents,temporal,,cca,1e-05,0.03162277660168379,2
sub-57,num_agents,frontal,,cca,1.0,0.0001,2
sub-57,social,MT,,cca,1.0,0.00031622776601683794,2
sub-57,social,STS,,cca,1e-05,0.0001,2
